time,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x
249,-0.021495,-0.397565,1.792,-0.109545,-0.373107,1.792,-0.134004,-0.363323,1.792,-0.217163,-0.255706,1.792,-0.192704,-0.216573,1.792,-0.085087,-0.38289,1.792,-0.129112,-0.299731,1.792,-0.101647,-0.258248,1.92,-0.148817,-0.190113,1.92,-0.175022,-0.184872,1.92,-0.096406,-0.032881,1.92,-0.114014,0.143823,2.048,-0.11737,-0.190113,1.92,-0.06929,-0.046254,2.048,-0.153147,0.11028,2.048,-0.024502,-0.382795,1.664,-0.03617,-0.407349,1.792,-0.06084,-0.396421,1.664,-0.448873,-0.640119,2.816,-0.114014,0.160595,2.048,-0.108423,0.143823,2.048,-0.175509,0.115871,2.048,-0.06929,0.188547,2.048,-0.097242,0.188547,2.048,nan,nan,nan
250,-0.021495,-0.397565,1.792,-0.104654,-0.373107,1.792,-0.134004,-0.363323,1.792,-0.217163,-0.255706,1.792,-0.206469,-0.226801,1.92,-0.080195,-0.38289,1.792,-0.119329,-0.299731,1.792,-0.096406,-0.258248,1.92,-0.143576,-0.190113,1.92,-0.169781,-0.184872,1.92,-0.091165,-0.032881,1.92,-0.114014,0.143823,2.048,-0.112129,-0.190113,1.92,-0.06929,-0.040663,2.048,-0.153147,0.11028,2.048,-0.024502,-0.382795,1.664,-0.029044,-0.378252,1.664,-0.06084,-0.396421,1.664,-0.448873,-0.640119,2.816,-0.114014,0.160595,2.048,-0.108423,0.143823,2.048,-0.175509,0.115871,2.048,-0.06929,0.188547,2.048,nan,nan,nan,-0.130785,0.155004,2.048
251,-0.021495,-0.397565,1.792,-0.104654,-0.373107,1.792,-0.134004,-0.363323,1.792,-0.212271,-0.255706,1.792,-0.192704,-0.206789,1.792,-0.075304,-0.38289,1.792,-0.109545,-0.299731,1.792,-0.085924,-0.253007,1.92,-0.138335,-0.190113,1.92,-0.16454,-0.184872,1.92,-0.091165,-0.032881,1.92,-0.114014,0.143823,2.048,-0.101647,-0.190113,1.92,-0.063699,-0.040663,2.048,-0.147557,0.10469,2.048,-0.024502,-0.382795,1.664,-0.024502,-0.382795,1.664,-0.06084,-0.396421,1.664,-0.448873,-0.640119,2.816,-0.108423,0.160595,2.048,-0.108423,0.143823,2.048,-0.169919,0.115871,2.048,-0.06929,0.188547,2.048,-0.097242,0.188547,2.048,-0.125195,0.155004,2.048
252,-0.01996,-0.369168,1.664,-0.099762,-0.377999,1.792,-0.134004,-0.368215,1.792,-0.212271,-0.255706,1.792,-0.192704,-0.206789,1.792,-0.070412,-0.387782,1.792,-0.099762,-0.299731,1.792,-0.075441,-0.253007,1.92,-0.127852,-0.190113,1.92,-0.159299,-0.184872,1.92,-0.085924,-0.032881,1.92,-0.108423,0.143823,2.048,-0.096406,-0.190113,1.92,-0.058109,-0.046254,2.048,-0.141966,0.10469,2.048,-0.024502,-0.382795,1.664,-0.01996,-0.382795,1.664,-0.06084,-0.400964,1.664,-0.448873,-0.640119,2.816,-0.108423,0.160595,2.048,-0.102833,0.143823,2.048,-0.169919,0.11028,2.048,-0.06929,0.188547,2.048,nan,nan,nan,-0.125195,0.155004,2.048
253,-0.01996,-0.37371,1.664,-0.099762,-0.377999,1.792,-0.124432,-0.341914,1.664,-0.212271,-0.255706,1.792,-0.206469,-0.211078,1.92,-0.060629,-0.387782,1.792,-0.089979,-0.299731,1.792,nan,nan,nan,-0.122611,-0.190113,1.92,-0.154058,-0.184872,1.92,-0.085924,-0.032881,1.92,-0.108423,0.143823,2.048,-0.091165,-0.195355,1.92,-0.046928,-0.046254,2.048,-0.136376,0.099099,2.048,-0.024502,-0.387337,1.664,-0.01996,-0.387337,1.664,-0.06084,-0.400964,1.664,-0.448873,-0.640119,2.816,-0.102833,0.155004,2.048,-0.097242,0.143823,2.048,-0.164328,0.11028,2.048,-0.06929,0.188547,2.048,-0.091165,0.176763,1.92,nan,nan,nan
254,-0.01996,-0.37371,1.664,-0.09487,-0.377999,1.792,-0.124432,-0.346456,1.664,-0.212271,-0.255706,1.792,-0.206469,-0.205837,1.92,-0.055737,-0.387782,1.792,-0.080195,-0.299731,1.792,-0.054477,-0.253007,1.92,-0.11737,-0.190113,1.92,-0.148817,-0.184872,1.92,-0.085924,-0.032881,1.92,-0.108423,0.143823,2.048,-0.085924,-0.195355,1.92,-0.041337,-0.046254,2.048,-0.130785,0.093509,2.048,-0.024502,-0.391879,1.664,-0.015417,-0.391879,1.664,-0.06084,-0.405506,1.664,-0.448873,-0.640119,2.816,-0.097242,0.155004,2.048,-0.091652,0.138233,2.048,-0.158738,0.10469,2.048,-0.06929,0.188547,2.048,-0.091165,0.176763,1.92,-0.119604,0.149414,2.048
255,-0.01996,-0.378252,1.664,-0.09487,-0.38289,1.792,-0.124432,-0.346456,1.664,-0.207379,-0.255706,1.792,-0.21171,-0.200596,1.92,-0.050845,-0.392674,1.792,-0.070412,-0.299731,1.792,nan,nan,nan,-0.112129,-0.190113,1.92,-0.143576,-0.184872,1.92,-0.080682,-0.032881,1.92,-0.102833,0.143823,2.048,-0.080682,-0.195355,1.92,-0.035747,-0.051844,2.048,-0.119604,0.087918,2.048,-0.024502,-0.391879,1.664,-0.015417,-0.396421,1.664,-0.06084,-0.405506,1.664,-0.448873,-0.640119,2.816,-0.086061,0.149414,2.048,-0.0855,0.140933,2.176,-0.147557,0.099099,2.048,-0.06929,0.188547,2.048,-0.091165,0.176763,1.92,-0.119604,0.149414,2.048
256,nan,nan,nan,-0.089979,-0.387782,1.792,-0.124432,-0.350999,1.664,-0.207379,-0.255706,1.792,-0.21171,-0.190113,1.92,-0.045953,-0.392674,1.792,-0.060629,-0.304623,1.792,-0.026387,-0.231248,1.792,-0.106888,-0.190113,1.92,-0.138335,-0.184872,1.92,-0.080682,-0.027639,1.92,-0.102833,0.143823,2.048,-0.0702,-0.195355,1.92,-0.024566,-0.051844,2.048,-0.108423,0.087918,2.048,-0.024502,-0.396421,1.664,-0.015417,-0.400964,1.664,-0.06084,-0.410048,1.664,-0.448873,-0.640119,2.816,-0.06929,0.143823,2.048,-0.07362,0.134993,2.176,-0.136376,0.093509,2.048,-0.06929,0.182957,2.048,nan,nan,nan,-0.114014,0.149414,2.048
257,nan,nan,nan,-0.085087,-0.387782,1.792,-0.124432,-0.350999,1.664,-0.207379,-0.255706,1.792,-0.21171,-0.184872,1.92,-0.041062,-0.397565,1.792,-0.050845,-0.304623,1.792,-0.016603,-0.231248,1.792,-0.101647,-0.190113,1.92,-0.138335,-0.184872,1.92,-0.080682,-0.027639,1.92,-0.102833,0.143823,2.048,-0.064959,-0.195355,1.92,-0.013385,-0.057435,2.048,-0.097242,0.082328,2.048,-0.01996,-0.400964,1.664,nan,nan,nan,-0.06084,-0.414591,1.664,-0.448873,-0.640119,2.816,-0.055801,0.140933,2.176,-0.055801,0.129053,2.176,-0.125195,0.093509,2.048,-0.06929,0.182957,2.048,-0.097242,0.182957,2.048,-0.114014,0.155004,2.048
258,-0.015417,-0.391879,1.664,-0.085087,-0.392674,1.792,-0.124432,-0.350999,1.664,-0.202488,-0.255706,1.792,nan,nan,nan,-0.03617,-0.397565,1.792,-0.041062,-0.304623,1.792,-0.001928,-0.231248,1.792,-0.096406,-0.190113,1.92,-0.133093,-0.190113,1.92,-0.080682,-0.027639,1.92,-0.097242,0.143823,2.048,-0.059718,-0.195355,1.92,-0.002204,-0.063025,2.048,nan,nan,nan,-0.01996,-0.405506,1.664,-0.010875,-0.410048,1.664,-0.06084,-0.414591,1.664,-0.448873,-0.640119,2.816,-0.037981,0.134993,2.176,-0.037981,0.117173,2.176,-0.108423,0.087918,2.048,-0.06929,0.182957,2.048,-0.091652,0.182957,2.048,-0.108423,0.155004,2.048
259,nan,nan,nan,-0.080195,-0.392674,1.792,-0.11989,-0.350999,1.664,-0.202488,-0.255706,1.792,-0.206469,-0.163908,1.92,-0.026387,-0.397565,1.792,nan,nan,nan,0.012747,-0.231248,1.792,-0.091165,-0.190113,1.92,-0.127852,-0.190113,1.92,-0.075441,-0.027639,1.92,-0.097242,0.143823,2.048,-0.054477,-0.200596,1.92,0.003387,-0.063025,2.048,nan,nan,nan,-0.01996,-0.405506,1.664,nan,nan,nan,-0.06084,-0.419133,1.664,-0.448873,-0.640119,2.816,-0.014221,0.129053,2.176,-0.014221,0.111233,2.176,-0.091652,0.087918,2.048,-0.06929,0.182957,2.048,nan,nan,nan,-0.108423,0.155004,2.048
260,nan,nan,nan,-0.075304,-0.392674,1.792,-0.11989,-0.355541,1.664,-0.197596,-0.250815,1.792,-0.201228,-0.158667,1.92,nan,nan,nan,-0.017789,-0.331623,1.92,0.025749,-0.264283,2.048,-0.085924,-0.190113,1.92,-0.122611,-0.190113,1.92,-0.075441,-0.022398,1.92,-0.097242,0.143823,2.048,-0.049236,-0.200596,1.92,0.014568,-0.068616,2.048,nan,nan,nan,-0.01996,-0.410048,1.664,nan,nan,nan,-0.06084,-0.419133,1.664,-0.448873,-0.640119,2.816,0.009538,0.123113,2.176,0.009538,0.105293,2.176,-0.07362,0.087473,2.176,-0.06929,0.177366,2.048,nan,nan,nan,-0.108423,0.155004,2.048
261,nan,nan,nan,-0.070412,-0.392674,1.792,-0.115348,-0.355541,1.664,-0.192704,-0.250815,1.792,-0.195987,-0.153426,1.92,-0.016603,-0.402457,1.792,-0.002066,-0.331623,1.92,0.04252,-0.264283,2.048,-0.080682,-0.195355,1.92,-0.122611,-0.190113,1.92,-0.075441,-0.022398,1.92,-0.097242,0.149414,2.048,-0.038754,-0.200596,1.92,0.025749,-0.074206,2.048,-0.026101,0.069654,2.176,-0.015417,-0.414591,1.664,nan,nan,nan,-0.06084,-0.419133,1.664,-0.448873,-0.640119,2.816,0.039238,0.117173,2.176,0.033298,0.099353,2.176,nan,nan,nan,-0.06929,0.177366,2.048,nan,nan,nan,-0.108423,0.155004,2.048
262,nan,nan,nan,-0.06552,-0.392674,1.792,-0.115348,-0.355541,1.664,-0.187812,-0.245923,1.792,-0.190745,-0.148185,1.92,-0.00682,-0.402457,1.792,0.008416,-0.331623,1.92,0.059292,-0.264283,2.048,-0.075441,-0.195355,1.92,-0.11737,-0.184872,1.92,-0.075441,-0.017157,1.92,-0.097242,0.149414,2.048,-0.033513,-0.200596,1.92,0.03693,-0.079797,2.048,-0.002341,0.069654,2.176,-0.015417,-0.414591,1.664,-0.001791,-0.419133,1.664,-0.056298,-0.419133,1.664,-0.448873,-0.640119,2.816,0.062998,0.111233,2.176,nan,nan,nan,-0.026101,0.093413,2.176,-0.06929,0.177366,2.048,nan,nan,nan,-0.108423,0.155004,2.048
263,nan,nan,nan,-0.060629,-0.392674,1.792,-0.110805,-0.350999,1.664,-0.182921,-0.245923,1.792,-0.173137,-0.128522,1.792,-0.001928,-0.402457,1.792,0.024139,-0.331623,1.92,0.071309,-0.247765,1.92,-0.0702,-0.190113,1.92,-0.112129,-0.184872,1.92,-0.0702,-0.017157,1.92,-0.091652,0.149414,2.048,-0.028271,-0.200596,1.92,0.048111,-0.079797,2.048,0.021418,0.069654,2.176,-0.010875,-0.414591,1.664,nan,nan,nan,-0.051756,-0.419133,1.664,-0.448873,-0.640119,2.816,0.092697,0.105293,2.176,nan,nan,nan,-0.002341,0.093413,2.176,-0.06929,0.182957,2.048,nan,nan,nan,-0.108423,0.155004,2.048
264,nan,nan,nan,-0.055737,-0.392674,1.792,-0.106263,-0.350999,1.664,-0.178029,-0.241031,1.792,-0.163354,-0.128522,1.792,0.007855,-0.402457,1.792,0.034622,-0.331623,1.92,0.087033,-0.247765,1.92,-0.064959,-0.190113,1.92,-0.106888,-0.184872,1.92,-0.0702,-0.011916,1.92,-0.091652,0.149414,2.048,-0.02303,-0.200596,1.92,0.059292,-0.085387,2.048,0.045178,0.075594,2.176,-0.006333,-0.414591,1.664,nan,nan,nan,-0.047213,-0.419133,1.664,-0.448873,-0.640119,2.816,0.116457,0.105293,2.176,nan,nan,nan,0.021418,0.093413,2.176,-0.06929,0.182957,2.048,nan,nan,nan,-0.108423,0.155004,2.048
265,nan,nan,nan,-0.045953,-0.392674,1.792,-0.101721,-0.350999,1.664,-0.173137,-0.236139,1.792,-0.158462,-0.123631,1.792,0.012747,-0.397565,1.792,0.050345,-0.331623,1.92,0.102756,-0.253007,1.92,-0.059718,-0.190113,1.92,-0.101647,-0.184872,1.92,-0.064959,-0.011916,1.92,-0.091652,0.149414,2.048,-0.012548,-0.200596,1.92,0.070473,-0.085387,2.048,0.062998,0.075594,2.176,-0.001791,-0.414591,1.664,nan,nan,nan,-0.042671,-0.419133,1.664,-0.448873,-0.640119,2.816,0.140216,0.099353,2.176,nan,nan,nan,0.045178,0.099353,2.176,-0.06929,0.182957,2.048,nan,nan,nan,-0.108423,0.155004,2.048
266,0.017638,-0.431807,1.792,-0.041062,-0.387782,1.792,-0.097178,-0.346456,1.664,-0.168246,-0.236139,1.792,-0.148679,-0.118739,1.792,0.02253,-0.397565,1.792,0.060827,-0.331623,1.92,0.113238,-0.253007,1.92,-0.054477,-0.190113,1.92,-0.096406,-0.184872,1.92,-0.064959,-0.011916,1.92,-0.091652,0.155004,2.048,-0.007307,-0.200596,1.92,0.076063,-0.090978,2.048,0.086757,0.075594,2.176,0.002752,-0.414591,1.664,nan,nan,nan,-0.038129,-0.419133,1.664,-0.448873,-0.640119,2.816,0.163976,0.099353,2.176,nan,nan,nan,0.068937,0.099353,2.176,-0.06929,0.182957,2.048,nan,nan,nan,-0.108423,0.160595,2.048
267,nan,nan,nan,-0.031278,-0.387782,1.792,-0.088094,-0.346456,1.664,-0.158462,-0.231248,1.792,-0.138896,-0.118739,1.792,0.032314,-0.392674,1.792,0.071309,-0.331623,1.92,0.128961,-0.253007,1.92,-0.043995,-0.190113,1.92,-0.091165,-0.184872,1.92,-0.059718,-0.006675,1.92,-0.091652,0.155004,2.048,-0.002066,-0.195355,1.92,0.087244,-0.090978,2.048,0.098637,0.081534,2.176,0.011836,-0.410048,1.664,0.025463,-0.410048,1.664,-0.033587,-0.414591,1.664,-0.448873,-0.640119,2.816,0.181796,0.099353,2.176,nan,nan,nan,0.086757,0.105293,2.176,-0.06929,0.188547,2.048,nan,nan,nan,-0.108423,0.160595,2.048
268,nan,nan,nan,-0.026387,-0.38289,1.792,-0.089979,-0.368215,1.792,-0.153571,-0.231248,1.792,-0.134004,-0.113847,1.792,0.042097,-0.392674,1.792,0.087033,-0.326382,1.92,0.144685,-0.253007,1.92,-0.038754,-0.190113,1.92,-0.085924,-0.184872,1.92,-0.054477,-0.006675,1.92,-0.091652,0.155004,2.048,0.003175,-0.195355,1.92,0.098425,-0.090978,2.048,0.116457,0.081534,2.176,0.016379,-0.405506,1.664,nan,nan,nan,-0.024502,-0.414591,1.664,-0.441186,-0.640119,2.816,0.199615,0.105293,2.176,nan,nan,nan,0.098637,0.105293,2.176,-0.06929,0.188547,2.048,-0.085924,0.176763,1.92,-0.108423,0.160595,2.048
269,nan,nan,nan,-0.016603,-0.377999,1.792,-0.080195,-0.368215,1.792,-0.143787,-0.231248,1.792,-0.129112,-0.113847,1.792,0.05188,-0.387782,1.792,0.102756,-0.326382,1.92,0.155167,-0.247765,1.92,-0.033513,-0.190113,1.92,-0.075441,-0.184872,1.92,-0.054477,-0.001434,1.92,-0.091652,0.155004,2.048,0.013657,-0.195355,1.92,0.104016,-0.090978,2.048,0.128337,0.087473,2.176,0.025463,-0.405506,1.664,nan,nan,nan,-0.015417,-0.410048,1.664,-0.441186,-0.640119,2.816,nan,nan,nan,0.223936,0.092619,2.304,0.110517,0.105293,2.176,-0.06929,0.188547,2.048,nan,nan,nan,-0.108423,0.160595,2.048
270,nan,nan,nan,-0.00682,-0.373107,1.792,-0.070412,-0.363323,1.792,-0.138896,-0.226356,1.792,-0.119329,-0.113847,1.792,0.061664,-0.38289,1.792,0.113238,-0.321141,1.92,0.17089,-0.247765,1.92,-0.028271,-0.190113,1.92,-0.0702,-0.179631,1.92,-0.049236,-0.001434,1.92,-0.091652,0.155004,2.048,0.018898,-0.195355,1.92,0.115197,-0.085387,2.048,0.134276,0.093413,2.176,0.034548,-0.400964,1.664,nan,nan,nan,-0.010875,-0.405506,1.664,-0.441186,-0.640119,2.816,0.223375,0.105293,2.176,nan,nan,nan,0.122397,0.111233,2.176,-0.06929,0.194138,2.048,-0.091652,0.194138,2.048,-0.114014,0.160595,2.048
271,0.061664,-0.41224,1.792,0.002963,-0.368215,1.792,-0.060629,-0.358432,1.792,-0.129112,-0.226356,1.792,-0.122611,-0.121979,1.92,0.071447,-0.377999,1.792,0.128961,-0.321141,1.92,0.186613,-0.247765,1.92,-0.017789,-0.184872,1.92,-0.064959,-0.179631,1.92,-0.043995,-0.001434,1.92,-0.091652,0.155004,2.048,0.029381,-0.190113,1.92,0.120787,-0.085387,2.048,nan,nan,nan,0.043632,-0.396421,1.664,0.066555,-0.426915,1.792,-0.001791,-0.400964,1.664,-0.441186,-0.640119,2.816,0.229315,0.111233,2.176,0.229315,0.093413,2.176,0.128337,0.111233,2.176,-0.06929,0.194138,2.048,-0.085924,0.182004,1.92,nan,nan,nan
272,0.071447,-0.407349,1.792,0.012747,-0.368215,1.792,-0.055737,-0.358432,1.792,-0.119329,-0.226356,1.792,-0.112129,-0.121979,1.92,0.08123,-0.373107,1.792,0.144685,-0.3159,1.92,0.202337,-0.247765,1.92,-0.012548,-0.184872,1.92,-0.059718,-0.179631,1.92,-0.043995,-0.001434,1.92,-0.091652,0.155004,2.048,0.034622,-0.190113,1.92,0.131968,-0.079797,2.048,0.146156,0.099353,2.176,0.052717,-0.391879,1.664,0.076339,-0.422024,1.792,0.007294,-0.400964,1.664,-0.441186,-0.640119,2.816,0.235255,0.111233,2.176,0.235255,0.099353,2.176,0.134276,0.111233,2.176,-0.06929,0.194138,2.048,-0.097242,0.194138,2.048,-0.114014,0.160595,2.048
273,0.08123,-0.402457,1.792,0.02253,-0.363323,1.792,-0.045953,-0.358432,1.792,-0.114437,-0.226356,1.792,-0.106888,-0.121979,1.92,0.091014,-0.368215,1.792,0.160408,-0.3159,1.92,0.21806,-0.247765,1.92,-0.002066,-0.184872,1.92,-0.049236,-0.179631,1.92,-0.038754,-0.001434,1.92,-0.091652,0.155004,2.048,0.045104,-0.190113,1.92,0.137559,-0.079797,2.048,0.152096,0.099353,2.176,0.061801,-0.387337,1.664,0.086122,-0.417132,1.792,0.016379,-0.396421,1.664,-0.441186,-0.640119,2.816,0.241195,0.117173,2.176,0.241195,0.105293,2.176,0.140216,0.117173,2.176,-0.07488,0.199729,2.048,nan,nan,nan,-0.114014,0.160595,2.048
274,0.091014,-0.397565,1.792,0.032314,-0.363323,1.792,-0.03617,-0.35354,1.792,-0.104654,-0.221464,1.792,-0.101647,-0.121979,1.92,0.105689,-0.368215,1.792,0.176131,-0.310659,1.92,nan,nan,nan,0.003175,-0.184872,1.92,-0.043995,-0.179631,1.92,-0.033513,-0.001434,1.92,-0.097242,0.155004,2.048,0.050345,-0.190113,1.92,0.14874,-0.074206,2.048,0.152096,0.105293,2.176,0.070886,-0.382795,1.664,0.095906,-0.41224,1.792,0.027422,-0.422024,1.792,-0.448873,-0.640119,2.816,0.241195,0.117173,2.176,0.241195,0.105293,2.176,0.140216,0.117173,2.176,-0.07488,0.199729,2.048,-0.097242,0.194138,2.048,-0.114014,0.160595,2.048
275,0.100797,-0.397565,1.792,0.042097,-0.358432,1.792,-0.026387,-0.35354,1.792,-0.09487,-0.221464,1.792,-0.091165,-0.121979,1.92,0.115472,-0.363323,1.792,0.191855,-0.310659,1.92,nan,nan,nan,0.008416,-0.184872,1.92,-0.038754,-0.179631,1.92,-0.033513,-0.001434,1.92,-0.097242,0.155004,2.048,0.060827,-0.190113,1.92,0.15433,-0.074206,2.048,0.152096,0.105293,2.176,0.079971,-0.378252,1.664,0.105689,-0.41224,1.792,0.037205,-0.417132,1.792,-0.448873,-0.640119,2.816,0.241195,0.123113,2.176,0.241195,0.111233,2.176,0.140216,0.117173,2.176,-0.07488,0.199729,2.048,-0.096406,0.182004,1.92,-0.114014,0.160595,2.048
276,0.110581,-0.392674,1.792,0.056772,-0.358432,1.792,-0.016603,-0.35354,1.792,-0.091165,-0.242524,1.92,-0.085924,-0.121979,1.92,0.134202,-0.384034,1.92,0.202337,-0.310659,1.92,nan,nan,nan,0.018898,-0.184872,1.92,-0.028271,-0.179631,1.92,-0.028271,-0.006675,1.92,-0.097242,0.155004,2.048,0.066068,-0.190113,1.92,0.159921,-0.068616,2.048,0.158036,0.105293,2.176,0.089055,-0.378252,1.664,0.115472,-0.407349,1.792,0.046989,-0.41224,1.792,-0.448873,-0.640119,2.816,0.247135,0.123113,2.176,0.241195,0.111233,2.176,0.140216,0.117173,2.176,-0.07488,0.199729,2.048,-0.102833,0.194138,2.048,-0.114014,0.160595,2.048
277,0.120364,-0.387782,1.792,0.066555,-0.358432,1.792,-0.00682,-0.35354,1.792,-0.080682,-0.242524,1.92,-0.080682,-0.12722,1.92,0.144685,-0.384034,1.92,0.21806,-0.310659,1.92,nan,nan,nan,0.024139,-0.184872,1.92,-0.02303,-0.184872,1.92,-0.028271,-0.006675,1.92,-0.097242,0.155004,2.048,0.071309,-0.190113,1.92,0.165511,-0.063025,2.048,0.158036,0.105293,2.176,0.09814,-0.37371,1.664,0.116309,-0.378252,1.664,0.056772,-0.41224,1.792,-0.448873,-0.640119,2.816,0.247135,0.129053,2.176,0.241195,0.111233,2.176,0.140216,0.117173,2.176,-0.07488,0.199729,2.048,nan,nan,nan,-0.114014,0.160595,2.048
278,nan,nan,nan,0.076339,-0.35354,1.792,0.002963,-0.35354,1.792,-0.075441,-0.242524,1.92,-0.0702,-0.12722,1.92,0.155167,-0.384034,1.92,0.233783,-0.310659,1.92,0.307159,-0.247765,1.92,0.034622,-0.184872,1.92,-0.012548,-0.184872,1.92,-0.02303,-0.006675,1.92,-0.091652,0.155004,2.048,0.081792,-0.190113,1.92,0.171102,-0.063025,2.048,0.158036,0.111233,2.176,0.107224,-0.37371,1.664,0.135039,-0.402457,1.792,0.066555,-0.41224,1.792,-0.448873,-0.640119,2.816,0.241195,0.129053,2.176,0.241195,0.117173,2.176,0.140216,0.117173,2.176,-0.07488,0.199729,2.048,nan,nan,nan,-0.114014,0.160595,2.048
279,0.139931,-0.387782,1.792,0.08123,-0.35354,1.792,0.012747,-0.35354,1.792,-0.064959,-0.242524,1.92,-0.064959,-0.132461,1.92,0.165649,-0.384034,1.92,0.249507,-0.310659,1.92,0.328123,-0.247765,1.92,0.039863,-0.184872,1.92,-0.007307,-0.184872,1.92,-0.02303,-0.011916,1.92,-0.091652,0.155004,2.048,0.087033,-0.190113,1.92,0.176692,-0.057435,2.048,0.152096,0.105293,2.176,0.116309,-0.37371,1.664,0.144822,-0.402457,1.792,0.076339,-0.407349,1.792,-0.448873,-0.640119,2.816,0.241195,0.129053,2.176,0.241195,0.117173,2.176,0.140216,0.117173,2.176,-0.07488,0.199729,2.048,nan,nan,nan,-0.108423,0.160595,2.048
280,0.149714,-0.387782,1.792,0.091014,-0.35354,1.792,0.017638,-0.35354,1.792,-0.054477,-0.247765,1.92,-0.054477,-0.132461,1.92,0.176131,-0.384034,1.92,0.26523,-0.310659,1.92,0.343846,-0.253007,1.92,0.050345,-0.190113,1.92,0.003175,-0.184872,1.92,-0.017789,-0.017157,1.92,-0.091652,0.149414,2.048,0.097515,-0.190113,1.92,0.182283,-0.057435,2.048,0.152096,0.105293,2.176,0.125393,-0.37371,1.664,0.154606,-0.402457,1.792,0.086122,-0.407349,1.792,-0.45656,-0.640119,2.816,0.241195,0.129053,2.176,0.241195,0.117173,2.176,0.140216,0.111233,2.176,-0.07488,0.199729,2.048,-0.102833,0.188547,2.048,-0.108423,0.155004,2.048
281,nan,nan,nan,0.100797,-0.358432,1.792,0.027422,-0.35354,1.792,-0.043995,-0.247765,1.92,-0.049236,-0.137702,1.92,0.186613,-0.384034,1.92,0.275712,-0.3159,1.92,0.35957,-0.253007,1.92,0.055586,-0.190113,1.92,0.008416,-0.190113,1.92,-0.012548,-0.017157,1.92,-0.086061,0.149414,2.048,0.102756,-0.190113,1.92,0.187873,-0.057435,2.048,nan,nan,nan,0.144822,-0.402457,1.792,0.164389,-0.402457,1.792,0.095906,-0.407349,1.792,-0.45656,-0.640119,2.816,0.241195,0.129053,2.176,0.241195,0.117173,2.176,0.140216,0.111233,2.176,-0.06929,0.194138,2.048,nan,nan,nan,-0.102833,0.155004,2.048
282,0.164389,-0.387782,1.792,0.110581,-0.358432,1.792,0.032314,-0.358432,1.792,-0.038754,-0.253007,1.92,-0.043995,-0.142944,1.92,0.197096,-0.384034,1.92,0.291435,-0.3159,1.92,0.375293,-0.258248,1.92,0.066068,-0.190113,1.92,0.013657,-0.190113,1.92,-0.007307,-0.022398,1.92,-0.080471,0.149414,2.048,0.107997,-0.190113,1.92,0.193464,-0.051844,2.048,0.152096,0.105293,2.176,0.154606,-0.402457,1.792,0.174173,-0.402457,1.792,0.105689,-0.407349,1.792,-0.464247,-0.640119,2.816,0.241195,0.129053,2.176,0.241195,0.117173,2.176,0.134276,0.111233,2.176,-0.063699,0.194138,2.048,nan,nan,nan,-0.091652,0.155004,2.048
283,0.174173,-0.387782,1.792,0.115472,-0.358432,1.792,0.042097,-0.358432,1.792,-0.028271,-0.258248,1.92,-0.033513,-0.142944,1.92,0.207578,-0.384034,1.92,0.301918,-0.3159,1.92,0.391016,-0.258248,1.92,0.071309,-0.190113,1.92,0.024139,-0.190113,1.92,-0.002066,-0.022398,1.92,-0.07488,0.149414,2.048,0.118479,-0.190113,1.92,0.193464,-0.051844,2.048,0.152096,0.105293,2.176,0.159497,-0.402457,1.792,0.183956,-0.402457,1.792,0.115472,-0.41224,1.792,-0.464247,-0.640119,2.816,0.241195,0.129053,2.176,0.235255,0.117173,2.176,0.134276,0.111233,2.176,-0.058109,0.194138,2.048,nan,nan,nan,-0.086061,0.155004,2.048
284,nan,nan,nan,0.125256,-0.358432,1.792,0.046989,-0.358432,1.792,-0.017789,-0.263489,1.92,-0.028271,-0.148185,1.92,0.212819,-0.384034,1.92,0.3124,-0.3159,1.92,0.406739,-0.258248,1.92,0.07655,-0.190113,1.92,0.029381,-0.190113,1.92,0.003175,-0.027639,1.92,-0.063699,0.143823,2.048,0.131968,-0.208378,2.048,0.199054,-0.051844,2.048,0.152096,0.105293,2.176,0.169281,-0.402457,1.792,0.188848,-0.402457,1.792,0.120364,-0.41224,1.792,-0.471934,-0.640119,2.816,0.235255,0.129053,2.176,0.235255,0.117173,2.176,nan,nan,nan,-0.046928,0.188547,2.048,nan,nan,nan,-0.07488,0.149414,2.048
285,nan,nan,nan,0.130147,-0.358432,1.792,0.05188,-0.358432,1.792,-0.012548,-0.263489,1.92,-0.02303,-0.148185,1.92,0.223301,-0.384034,1.92,0.322882,-0.321141,1.92,0.417222,-0.258248,1.92,0.081792,-0.195355,1.92,0.034622,-0.195355,1.92,0.008416,-0.027639,1.92,-0.052518,0.143823,2.048,0.128961,-0.195355,1.92,0.204645,-0.051844,2.048,0.158036,0.105293,2.176,0.174173,-0.407349,1.792,0.198631,-0.407349,1.792,0.130147,-0.41224,1.792,-0.471934,-0.640119,2.816,0.235255,0.129053,2.176,0.235255,0.117173,2.176,nan,nan,nan,-0.035747,0.188547,2.048,-0.06929,0.177366,2.048,-0.058109,0.149414,2.048
