time,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x
156,-0.47962,-0.617058,2.816,-0.393263,-0.348648,1.792,-0.396969,-0.305576,1.664,-0.387885,-0.169307,1.664,-0.349238,-0.084497,1.792,-0.378588,-0.35354,1.792,-0.41031,-0.275464,2.048,nan,nan,nan,-0.388372,-0.162764,1.792,-0.422614,-0.138306,1.792,-0.231838,-0.099172,1.792,-0.148817,0.061459,1.92,-0.368805,-0.177439,1.792,-0.216951,-0.148185,1.92,nan,nan,nan,-0.319888,-0.407349,1.792,nan,nan,nan,-0.359022,-0.407349,1.792,-0.334563,-0.407349,1.792,nan,nan,nan,nan,nan,nan,-0.143576,0.040495,1.92,nan,nan,nan,nan,nan,nan,-0.154058,0.082424,1.92
157,-0.471934,-0.617058,2.816,-0.393263,-0.348648,1.792,-0.392427,-0.305576,1.664,-0.392427,-0.169307,1.664,-0.349238,-0.084497,1.792,-0.373697,-0.35354,1.792,-0.41031,-0.275464,2.048,nan,nan,nan,-0.388372,-0.162764,1.792,-0.422614,-0.138306,1.792,-0.231838,-0.09428,1.792,-0.154058,0.0667,1.92,-0.368805,-0.177439,1.792,-0.216951,-0.148185,1.92,-0.136376,0.015242,2.048,-0.314996,-0.402457,1.792,-0.314996,-0.407349,1.792,-0.35413,-0.407349,1.792,-0.334563,-0.407349,1.792,-0.059083,0.061172,2.304,nan,nan,nan,-0.148817,0.040495,1.92,-0.064959,0.087665,1.92,-0.10926,0.129053,2.176,-0.186479,0.099353,2.176
158,-0.471934,-0.609371,2.816,-0.393263,-0.348648,1.792,-0.392427,-0.310118,1.664,-0.392427,-0.169307,1.664,-0.349238,-0.084497,1.792,-0.373697,-0.35354,1.792,-0.40472,-0.275464,2.048,nan,nan,nan,-0.388372,-0.162764,1.792,-0.422614,-0.138306,1.792,-0.236729,-0.09428,1.792,-0.16454,0.071941,1.92,-0.368805,-0.177439,1.792,-0.216951,-0.148185,1.92,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.35413,-0.407349,1.792,-0.334563,-0.407349,1.792,-0.059083,0.061172,2.304,nan,nan,nan,-0.148817,0.040495,1.92,-0.075441,0.098147,1.92,-0.12114,0.134993,2.176,-0.192419,0.105293,2.176
159,-0.471934,-0.609371,2.816,-0.388372,-0.348648,1.792,-0.387885,-0.310118,1.664,-0.392427,-0.169307,1.664,-0.344347,-0.089389,1.792,-0.373697,-0.35354,1.792,-0.40472,-0.275464,2.048,nan,nan,nan,-0.388372,-0.162764,1.792,-0.422614,-0.138306,1.792,-0.236729,-0.09428,1.792,nan,nan,nan,-0.368805,-0.177439,1.792,-0.216951,-0.148185,1.92,-0.136376,0.020832,2.048,-0.310105,-0.402457,1.792,-0.47962,-0.640119,2.816,-0.349238,-0.407349,1.792,-0.334563,-0.407349,1.792,-0.059083,0.061172,2.304,nan,nan,nan,-0.148817,0.040495,1.92,nan,nan,nan,-0.133019,0.146873,2.176,-0.204298,0.111233,2.176
160,-0.464247,-0.609371,2.816,-0.388372,-0.348648,1.792,-0.387885,-0.310118,1.664,-0.392427,-0.17385,1.664,-0.344347,-0.089389,1.792,-0.368805,-0.35354,1.792,-0.399129,-0.275464,2.048,nan,nan,nan,nan,nan,nan,-0.387885,-0.128427,1.664,-0.236729,-0.089389,1.792,-0.204298,0.093413,2.176,-0.368805,-0.177439,1.792,-0.21171,-0.148185,1.92,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.344347,-0.407349,1.792,-0.329672,-0.407349,1.792,-0.065372,0.067462,2.304,nan,nan,nan,-0.154058,0.045736,1.92,-0.10926,0.134993,2.176,-0.136376,0.149414,2.048,-0.216178,0.117173,2.176
161,-0.464247,-0.609371,2.816,-0.388372,-0.348648,1.792,-0.383342,-0.310118,1.664,-0.392427,-0.17385,1.664,-0.344347,-0.089389,1.792,-0.368805,-0.35354,1.792,nan,nan,nan,nan,nan,nan,-0.388372,-0.162764,1.792,-0.387885,-0.128427,1.664,-0.236729,-0.089389,1.792,-0.216178,0.099353,2.176,-0.368805,-0.177439,1.792,-0.21171,-0.142944,1.92,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.344347,-0.407349,1.792,-0.329672,-0.407349,1.792,-0.065372,0.067462,2.304,nan,nan,nan,-0.154058,0.045736,1.92,-0.1152,0.146873,2.176,-0.147557,0.155004,2.048,-0.228058,0.123113,2.176
162,-0.45656,-0.609371,2.816,-0.38348,-0.348648,1.792,-0.3788,-0.310118,1.664,-0.392427,-0.17385,1.664,-0.344347,-0.09428,1.792,-0.363913,-0.35354,1.792,-0.418135,-0.292681,2.176,-0.332043,-0.241921,2.048,-0.360631,-0.151138,1.664,-0.387885,-0.128427,1.664,-0.236729,-0.089389,1.792,-0.222118,0.105293,2.176,-0.363913,-0.172548,1.792,-0.21171,-0.142944,1.92,-0.133093,0.030013,1.92,-0.300321,-0.402457,1.792,nan,nan,nan,-0.339455,-0.407349,1.792,-0.32478,-0.407349,1.792,nan,nan,nan,nan,nan,nan,-0.154058,0.045736,1.92,-0.119604,0.143823,2.048,-0.153147,0.160595,2.048,-0.233998,0.129053,2.176
163,-0.448873,-0.609371,2.816,-0.38348,-0.348648,1.792,-0.374258,-0.31466,1.664,-0.392427,-0.17385,1.664,-0.339455,-0.09428,1.792,-0.359022,-0.35354,1.792,nan,nan,nan,-0.326453,-0.241921,2.048,-0.360631,-0.151138,1.664,-0.387885,-0.128427,1.664,-0.236729,-0.089389,1.792,-0.228058,0.105293,2.176,-0.363913,-0.172548,1.792,-0.21171,-0.142944,1.92,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.339455,-0.407349,1.792,-0.319888,-0.407349,1.792,nan,nan,nan,nan,nan,nan,-0.159299,0.045736,1.92,-0.125195,0.149414,2.048,-0.158738,0.166185,2.048,-0.239938,0.129053,2.176
164,-0.448873,-0.609371,2.816,-0.378588,-0.348648,1.792,-0.374258,-0.31466,1.664,-0.392427,-0.178392,1.664,-0.339455,-0.09428,1.792,-0.359022,-0.35354,1.792,nan,nan,nan,-0.326453,-0.241921,2.048,-0.360631,-0.146596,1.664,nan,nan,nan,-0.231838,-0.089389,1.792,-0.233998,0.111233,2.176,-0.363913,-0.172548,1.792,-0.21171,-0.142944,1.92,-0.133093,0.030013,1.92,nan,nan,nan,-0.448873,-0.640119,2.816,-0.334563,-0.407349,1.792,-0.314996,-0.407349,1.792,-0.071662,0.073751,2.304,nan,nan,nan,-0.159299,0.050977,1.92,-0.125195,0.149414,2.048,-0.158738,0.166185,2.048,-0.239938,0.134993,2.176
165,-0.441186,-0.609371,2.816,-0.378588,-0.348648,1.792,-0.369715,-0.31466,1.664,-0.387885,-0.178392,1.664,-0.339455,-0.09428,1.792,-0.35413,-0.35354,1.792,nan,nan,nan,-0.326453,-0.241921,2.048,-0.360631,-0.146596,1.664,nan,nan,nan,-0.231838,-0.089389,1.792,-0.233998,0.105293,2.176,-0.363913,-0.172548,1.792,-0.21171,-0.142944,1.92,-0.133093,0.035254,1.92,-0.448873,-0.632432,2.816,-0.441186,-0.640119,2.816,-0.329672,-0.402457,1.792,-0.310105,-0.407349,1.792,nan,nan,nan,nan,nan,nan,-0.159299,0.050977,1.92,-0.125195,0.155004,2.048,-0.158738,0.166185,2.048,-0.245878,0.134993,2.176
166,-0.433499,-0.601685,2.816,-0.373697,-0.348648,1.792,-0.365173,-0.31466,1.664,-0.387885,-0.178392,1.664,-0.339455,-0.09428,1.792,-0.349238,-0.35354,1.792,nan,nan,nan,-0.326453,-0.241921,2.048,-0.360631,-0.146596,1.664,nan,nan,nan,-0.231838,-0.089389,1.792,-0.228058,0.105293,2.176,-0.359022,-0.172548,1.792,-0.21171,-0.142944,1.92,-0.133093,0.035254,1.92,-0.441186,-0.632432,2.816,-0.433499,-0.640119,2.816,-0.329672,-0.402457,1.792,-0.305213,-0.407349,1.792,-0.071662,0.073751,2.304,nan,nan,nan,-0.159299,0.050977,1.92,-0.125195,0.149414,2.048,-0.158738,0.166185,2.048,-0.239938,0.129053,2.176
167,-0.425812,-0.601685,2.816,-0.368805,-0.348648,1.792,-0.360631,-0.310118,1.664,-0.383342,-0.178392,1.664,-0.334563,-0.09428,1.792,-0.349238,-0.35354,1.792,-0.406255,-0.298621,2.176,nan,nan,nan,-0.360631,-0.142054,1.664,-0.417722,-0.133414,1.792,-0.231838,-0.089389,1.792,-0.222118,0.105293,2.176,-0.359022,-0.172548,1.792,-0.21171,-0.142944,1.92,-0.138335,0.035254,1.92,-0.433499,-0.632432,2.816,-0.425812,-0.640119,2.816,-0.32478,-0.402457,1.792,-0.300321,-0.407349,1.792,-0.071662,0.073751,2.304,nan,nan,nan,-0.159299,0.050977,1.92,-0.119604,0.149414,2.048,-0.153147,0.160595,2.048,-0.233998,0.129053,2.176
168,-0.418125,-0.601685,2.816,-0.368805,-0.348648,1.792,-0.360631,-0.310118,1.664,-0.383342,-0.178392,1.664,-0.334563,-0.09428,1.792,-0.344347,-0.35354,1.792,-0.400315,-0.298621,2.176,nan,nan,nan,-0.356089,-0.142054,1.664,-0.417722,-0.133414,1.792,-0.226946,-0.089389,1.792,-0.216178,0.099353,2.176,-0.359022,-0.172548,1.792,-0.21171,-0.142944,1.92,-0.138335,0.040495,1.92,-0.425812,-0.632432,2.816,-0.418125,-0.640119,2.816,-0.319888,-0.402457,1.792,-0.29543,-0.407349,1.792,nan,nan,nan,-0.06929,0.048785,2.048,-0.16454,0.050977,1.92,-0.114014,0.143823,2.048,-0.147557,0.155004,2.048,-0.228058,0.129053,2.176
169,-0.410438,-0.593998,2.816,-0.363913,-0.348648,1.792,-0.356089,-0.310118,1.664,-0.3788,-0.178392,1.664,-0.334563,-0.09428,1.792,-0.339455,-0.35354,1.792,-0.400315,-0.298621,2.176,nan,nan,nan,-0.356089,-0.142054,1.664,-0.417722,-0.133414,1.792,-0.226946,-0.089389,1.792,-0.210238,0.099353,2.176,-0.35413,-0.172548,1.792,-0.21171,-0.142944,1.92,-0.138335,0.040495,1.92,-0.418125,-0.624745,2.816,-0.410438,-0.632432,2.816,-0.319888,-0.402457,1.792,-0.290538,-0.407349,1.792,nan,nan,nan,nan,nan,nan,-0.16454,0.050977,1.92,-0.1152,0.146873,2.176,-0.136376,0.149414,2.048,-0.222118,0.123113,2.176
170,-0.402751,-0.593998,2.816,-0.359022,-0.343757,1.792,-0.356089,-0.305576,1.664,-0.374258,-0.17385,1.664,-0.334563,-0.089389,1.792,-0.339455,-0.35354,1.792,-0.394375,-0.298621,2.176,-0.320862,-0.236331,2.048,-0.356089,-0.142054,1.664,-0.41283,-0.133414,1.792,-0.226946,-0.089389,1.792,nan,nan,nan,-0.35413,-0.172548,1.792,-0.21171,-0.142944,1.92,-0.138335,0.040495,1.92,-0.410438,-0.624745,2.816,-0.402751,-0.632432,2.816,-0.314996,-0.402457,1.792,-0.290538,-0.407349,1.792,nan,nan,nan,-0.06929,0.048785,2.048,-0.16454,0.050977,1.92,-0.10332,0.134993,2.176,-0.130785,0.143823,2.048,-0.210238,0.117173,2.176
171,nan,nan,nan,-0.35413,-0.343757,1.792,-0.351546,-0.305576,1.664,-0.369715,-0.17385,1.664,-0.329672,-0.089389,1.792,-0.334563,-0.35354,1.792,-0.394375,-0.298621,2.176,nan,nan,nan,-0.356089,-0.142054,1.664,-0.41283,-0.133414,1.792,-0.226946,-0.089389,1.792,-0.16454,0.077182,1.92,-0.349238,-0.172548,1.792,-0.21171,-0.142944,1.92,-0.138335,0.040495,1.92,nan,nan,nan,-0.395064,-0.632432,2.816,-0.310105,-0.402457,1.792,-0.285646,-0.407349,1.792,nan,nan,nan,nan,nan,nan,-0.16454,0.050977,1.92,nan,nan,nan,-0.12708,0.146873,2.176,-0.198358,0.117173,2.176
172,nan,nan,nan,-0.35413,-0.343757,1.792,-0.347004,-0.305576,1.664,-0.365173,-0.17385,1.664,-0.329672,-0.084497,1.792,-0.334563,-0.35354,1.792,-0.394375,-0.298621,2.176,nan,nan,nan,-0.356089,-0.137511,1.664,-0.41283,-0.133414,1.792,-0.226946,-0.089389,1.792,-0.154058,0.077182,1.92,-0.349238,-0.172548,1.792,-0.21171,-0.142944,1.92,-0.143576,0.040495,1.92,-0.256296,-0.397565,1.792,nan,nan,nan,-0.305213,-0.402457,1.792,-0.285646,-0.407349,1.792,nan,nan,nan,nan,nan,nan,-0.16454,0.056218,1.92,-0.075441,0.108629,1.92,-0.1152,0.134993,2.176,-0.186479,0.111233,2.176
173,nan,nan,nan,-0.349238,-0.343757,1.792,-0.347004,-0.301033,1.664,-0.360631,-0.169307,1.664,-0.329672,-0.084497,1.792,-0.329672,-0.35354,1.792,nan,nan,nan,nan,nan,nan,-0.356089,-0.137511,1.664,-0.41283,-0.133414,1.792,-0.222054,-0.089389,1.792,-0.148817,0.077182,1.92,-0.349238,-0.172548,1.792,-0.21171,-0.142944,1.92,-0.143576,0.040495,1.92,nan,nan,nan,nan,nan,nan,-0.300321,-0.397565,1.792,-0.285646,-0.407349,1.792,nan,nan,nan,nan,nan,nan,-0.16454,0.056218,1.92,-0.0702,0.103388,1.92,-0.096406,0.11387,1.92,nan,nan,nan
174,nan,nan,nan,-0.344347,-0.343757,1.792,-0.342462,-0.301033,1.664,-0.356089,-0.169307,1.664,-0.32478,-0.079605,1.792,-0.32478,-0.35354,1.792,-0.388436,-0.298621,2.176,nan,nan,nan,-0.351546,-0.137511,1.664,-0.407939,-0.133414,1.792,-0.222054,-0.089389,1.792,-0.143576,0.077182,1.92,-0.344347,-0.172548,1.792,-0.21171,-0.142944,1.92,-0.143576,0.045736,1.92,-0.246513,-0.392674,1.792,-0.246513,-0.402457,1.792,-0.29543,-0.397565,1.792,-0.280755,-0.407349,1.792,nan,nan,nan,nan,nan,nan,-0.16454,0.056218,1.92,-0.059718,0.098147,1.92,-0.085924,0.11387,1.92,-0.164328,0.10469,2.048
175,nan,nan,nan,-0.339455,-0.343757,1.792,-0.33792,-0.301033,1.664,-0.351546,-0.169307,1.664,-0.32478,-0.079605,1.792,-0.32478,-0.35354,1.792,nan,nan,nan,nan,nan,nan,-0.351546,-0.137511,1.664,-0.407939,-0.133414,1.792,-0.222054,-0.089389,1.792,-0.138335,0.077182,1.92,-0.344347,-0.172548,1.792,-0.206469,-0.142944,1.92,-0.143576,0.045736,1.92,-0.241621,-0.392674,1.792,-0.246513,-0.402457,1.792,-0.290538,-0.397565,1.792,-0.280755,-0.407349,1.792,nan,nan,nan,nan,nan,nan,-0.16454,0.056218,1.92,nan,nan,nan,nan,nan,nan,-0.158738,0.10469,2.048
176,nan,nan,nan,-0.315208,-0.319203,1.664,-0.333377,-0.301033,1.664,-0.351546,-0.169307,1.664,-0.32478,-0.074714,1.792,-0.319888,-0.35354,1.792,nan,nan,nan,nan,nan,nan,-0.347004,-0.137511,1.664,-0.403047,-0.133414,1.792,-0.222054,-0.089389,1.792,-0.133093,0.077182,1.92,-0.344347,-0.172548,1.792,-0.206469,-0.142944,1.92,-0.143576,0.045736,1.92,-0.241621,-0.392674,1.792,-0.241621,-0.402457,1.792,-0.285646,-0.397565,1.792,-0.280755,-0.407349,1.792,nan,nan,nan,nan,nan,nan,-0.16454,0.061459,1.92,nan,nan,nan,-0.080682,0.108629,1.92,nan,nan,nan
177,nan,nan,nan,-0.310666,-0.319203,1.664,-0.328835,-0.301033,1.664,-0.347004,-0.164765,1.664,-0.32478,-0.074714,1.792,-0.314996,-0.35354,1.792,-0.354405,-0.281055,2.048,-0.295567,-0.211078,1.92,-0.347004,-0.137511,1.664,-0.403047,-0.133414,1.792,-0.222054,-0.089389,1.792,nan,nan,nan,-0.339455,-0.172548,1.792,-0.206469,-0.137702,1.92,-0.143576,0.045736,1.92,-0.236729,-0.392674,1.792,-0.241621,-0.402457,1.792,-0.280755,-0.397565,1.792,-0.280755,-0.407349,1.792,nan,nan,nan,nan,nan,nan,-0.16454,0.061459,1.92,-0.055801,0.111233,2.176,-0.080682,0.11387,1.92,nan,nan,nan
178,nan,nan,nan,-0.310666,-0.319203,1.664,-0.328835,-0.301033,1.664,-0.342462,-0.164765,1.664,-0.32478,-0.074714,1.792,-0.314996,-0.35354,1.792,-0.354405,-0.281055,2.048,-0.290326,-0.211078,1.92,-0.342462,-0.137511,1.664,-0.398155,-0.133414,1.792,-0.222054,-0.089389,1.792,-0.133093,0.082424,1.92,-0.339455,-0.172548,1.792,-0.201228,-0.137702,1.92,-0.148817,0.050977,1.92,-0.231838,-0.392674,1.792,-0.241621,-0.402457,1.792,-0.275863,-0.397565,1.792,-0.280755,-0.407349,1.792,-0.07956,0.087473,2.176,nan,nan,nan,-0.16454,0.061459,1.92,nan,nan,nan,nan,nan,nan,nan,nan,nan
179,-0.348942,-0.570937,2.816,-0.329672,-0.343757,1.792,-0.324293,-0.301033,1.664,-0.33792,-0.164765,1.664,-0.32478,-0.074714,1.792,-0.310105,-0.35354,1.792,-0.348815,-0.275464,2.048,-0.290326,-0.205837,1.92,-0.342462,-0.142054,1.664,nan,nan,nan,-0.222054,-0.084497,1.792,-0.133093,0.087665,1.92,-0.334563,-0.172548,1.792,-0.201228,-0.137702,1.92,-0.148817,0.050977,1.92,-0.226946,-0.392674,1.792,-0.241621,-0.402457,1.792,-0.275863,-0.397565,1.792,-0.280755,-0.407349,1.792,nan,nan,nan,nan,nan,nan,-0.16454,0.0667,1.92,nan,nan,nan,-0.080682,0.119111,1.92,-0.153147,0.11028,2.048
180,-0.341256,-0.570937,2.816,-0.301581,-0.319203,1.664,-0.31975,-0.301033,1.664,-0.333377,-0.164765,1.664,-0.32478,-0.069822,1.792,-0.305213,-0.35354,1.792,-0.348815,-0.275464,2.048,-0.285085,-0.205837,1.92,-0.33792,-0.142054,1.664,-0.393263,-0.133414,1.792,-0.217163,-0.084497,1.792,-0.138335,0.092906,1.92,-0.334563,-0.172548,1.792,-0.195987,-0.137702,1.92,-0.148817,0.050977,1.92,-0.226946,-0.392674,1.792,-0.241621,-0.402457,1.792,-0.270971,-0.397565,1.792,-0.280755,-0.407349,1.792,nan,nan,nan,nan,nan,nan,-0.16454,0.071941,1.92,nan,nan,nan,-0.085924,0.129593,1.92,nan,nan,nan
181,nan,nan,nan,-0.301581,-0.319203,1.664,-0.31975,-0.301033,1.664,-0.328835,-0.164765,1.664,-0.32478,-0.069822,1.792,-0.305213,-0.35354,1.792,-0.343224,-0.275464,2.048,nan,nan,nan,-0.33792,-0.142054,1.664,-0.388372,-0.138306,1.792,-0.217163,-0.079605,1.792,-0.143576,0.092906,1.92,-0.329672,-0.172548,1.792,-0.195987,-0.132461,1.92,-0.148817,0.056218,1.92,-0.222054,-0.392674,1.792,-0.241621,-0.397565,1.792,-0.26608,-0.397565,1.792,-0.280755,-0.407349,1.792,nan,nan,nan,nan,nan,nan,-0.16454,0.071941,1.92,nan,nan,nan,-0.091165,0.134834,1.92,-0.164328,0.121461,2.048
182,nan,nan,nan,-0.297039,-0.319203,1.664,-0.315208,-0.301033,1.664,-0.328835,-0.164765,1.664,-0.32478,-0.069822,1.792,-0.300321,-0.35354,1.792,-0.343224,-0.281055,2.048,-0.279844,-0.200596,1.92,-0.333377,-0.146596,1.664,nan,nan,nan,-0.217163,-0.079605,1.792,-0.148817,0.098147,1.92,-0.329672,-0.172548,1.792,-0.190745,-0.132461,1.92,-0.148817,0.056218,1.92,-0.217163,-0.392674,1.792,-0.241621,-0.397565,1.792,-0.261188,-0.397565,1.792,-0.280755,-0.407349,1.792,-0.07956,0.105293,2.176,nan,nan,nan,-0.16454,0.077182,1.92,-0.064959,0.129593,1.92,-0.096406,0.140076,1.92,nan,nan,nan
183,-0.333569,-0.570937,2.816,-0.297039,-0.319203,1.664,-0.315208,-0.301033,1.664,-0.324293,-0.164765,1.664,-0.32478,-0.069822,1.792,-0.300321,-0.35354,1.792,-0.337634,-0.281055,2.048,nan,nan,nan,-0.328835,-0.146596,1.664,-0.38348,-0.138306,1.792,-0.217163,-0.074714,1.792,-0.159299,0.103388,1.92,-0.32478,-0.172548,1.792,-0.190745,-0.12722,1.92,-0.148817,0.061459,1.92,-0.217163,-0.392674,1.792,-0.241621,-0.397565,1.792,-0.261188,-0.397565,1.792,-0.280755,-0.407349,1.792,-0.0855,0.111233,2.176,nan,nan,nan,-0.16454,0.077182,1.92,-0.075441,0.140076,1.92,nan,nan,nan,-0.1811,0.127052,2.048
184,-0.325882,-0.578624,2.816,-0.292497,-0.319203,1.664,-0.310666,-0.301033,1.664,-0.31975,-0.164765,1.664,-0.32478,-0.069822,1.792,-0.29543,-0.358432,1.792,-0.337634,-0.281055,2.048,nan,nan,nan,-0.328835,-0.146596,1.664,-0.378588,-0.138306,1.792,-0.217163,-0.069822,1.792,-0.16454,0.108629,1.92,-0.319888,-0.177439,1.792,-0.197871,-0.135702,2.048,-0.148817,0.061459,1.92,-0.212271,-0.392674,1.792,-0.241621,-0.397565,1.792,-0.256296,-0.397565,1.792,-0.285646,-0.407349,1.792,-0.0855,0.117173,2.176,nan,nan,nan,-0.16454,0.082424,1.92,-0.080682,0.145317,1.92,-0.119604,0.171776,2.048,-0.198358,0.140933,2.176
185,-0.325882,-0.578624,2.816,-0.292497,-0.319203,1.664,-0.310666,-0.301033,1.664,-0.31975,-0.164765,1.664,-0.32478,-0.074714,1.792,-0.29543,-0.358432,1.792,-0.337634,-0.281055,2.048,nan,nan,nan,-0.324293,-0.151138,1.664,-0.378588,-0.138306,1.792,-0.217163,-0.069822,1.792,nan,nan,nan,-0.319888,-0.177439,1.792,-0.197871,-0.130111,2.048,-0.148817,0.0667,1.92,-0.212271,-0.397565,1.792,-0.241621,-0.397565,1.792,-0.256296,-0.397565,1.792,-0.285646,-0.407349,1.792,-0.0855,0.123113,2.176,-0.07956,0.105293,2.176,-0.16454,0.087665,1.92,-0.097242,0.166185,2.048,-0.130785,0.177366,2.048,-0.210238,0.146873,2.176
186,nan,nan,nan,-0.310105,-0.348648,1.792,-0.310666,-0.305576,1.664,-0.31975,-0.169307,1.664,-0.32478,-0.074714,1.792,-0.29543,-0.358432,1.792,nan,nan,nan,nan,nan,nan,-0.31975,-0.151138,1.664,-0.373697,-0.138306,1.792,-0.217163,-0.06493,1.792,nan,nan,nan,-0.314996,-0.177439,1.792,-0.192281,-0.130111,2.048,-0.148817,0.0667,1.92,-0.212271,-0.397565,1.792,-0.241621,-0.397565,1.792,-0.251404,-0.402457,1.792,-0.285646,-0.407349,1.792,-0.0855,0.129053,2.176,-0.07956,0.111233,2.176,-0.16454,0.087665,1.92,-0.102833,0.177366,2.048,-0.136376,0.188547,2.048,-0.216178,0.152812,2.176
187,nan,nan,nan,-0.287954,-0.323745,1.664,-0.310666,-0.305576,1.664,-0.315208,-0.169307,1.664,-0.32478,-0.074714,1.792,-0.29543,-0.358432,1.792,nan,nan,nan,nan,nan,nan,-0.315208,-0.151138,1.664,-0.342462,-0.128427,1.664,-0.217163,-0.060039,1.792,-0.210238,0.140933,2.176,-0.310105,-0.177439,1.792,-0.192281,-0.124521,2.048,-0.148817,0.071941,1.92,-0.207379,-0.397565,1.792,-0.246513,-0.397565,1.792,-0.251404,-0.402457,1.792,-0.285646,-0.407349,1.792,-0.0855,0.129053,2.176,-0.07956,0.111233,2.176,-0.16454,0.087665,1.92,-0.108423,0.182957,2.048,-0.141966,0.194138,2.048,-0.209052,0.149414,2.048
188,nan,nan,nan,-0.287954,-0.323745,1.664,-0.310666,-0.305576,1.664,-0.315208,-0.169307,1.664,-0.32478,-0.074714,1.792,-0.290538,-0.358432,1.792,nan,nan,nan,-0.287319,-0.219559,2.048,-0.315208,-0.151138,1.664,-0.33792,-0.128427,1.664,-0.217163,-0.060039,1.792,-0.216178,0.146873,2.176,-0.310105,-0.177439,1.792,-0.192281,-0.11893,2.048,-0.148817,0.071941,1.92,-0.207379,-0.397565,1.792,-0.246513,-0.397565,1.792,-0.251404,-0.402457,1.792,-0.285646,-0.407349,1.792,-0.0855,0.134993,2.176,-0.0855,0.117173,2.176,-0.169781,0.092906,1.92,-0.114014,0.188547,2.048,-0.147557,0.199729,2.048,-0.214643,0.155004,2.048
189,nan,nan,nan,-0.283412,-0.323745,1.664,-0.310666,-0.305576,1.664,-0.315208,-0.169307,1.664,-0.32478,-0.074714,1.792,-0.290538,-0.358432,1.792,nan,nan,nan,nan,nan,nan,-0.310666,-0.151138,1.664,-0.333377,-0.128427,1.664,-0.217163,-0.055147,1.792,nan,nan,nan,-0.305213,-0.177439,1.792,-0.18669,-0.11893,2.048,-0.148817,0.071941,1.92,-0.207379,-0.402457,1.792,-0.246513,-0.397565,1.792,-0.251404,-0.402457,1.792,-0.285646,-0.407349,1.792,-0.0855,0.134993,2.176,nan,nan,nan,-0.169781,0.092906,1.92,-0.106888,0.176763,1.92,-0.147557,0.199729,2.048,-0.214643,0.155004,2.048
190,nan,nan,nan,-0.283412,-0.323745,1.664,-0.306124,-0.305576,1.664,-0.315208,-0.17385,1.664,-0.32478,-0.079605,1.792,-0.290538,-0.358432,1.792,nan,nan,nan,nan,nan,nan,-0.329672,-0.162764,1.792,-0.328835,-0.128427,1.664,-0.212271,-0.050255,1.792,nan,nan,nan,-0.300321,-0.177439,1.792,-0.18669,-0.11334,2.048,-0.154058,0.077182,1.92,nan,nan,nan,-0.246513,-0.397565,1.792,-0.246513,-0.402457,1.792,-0.285646,-0.407349,1.792,-0.0855,0.134993,2.176,-0.0855,0.117173,2.176,-0.169781,0.092906,1.92,-0.106888,0.176763,1.92,-0.147557,0.199729,2.048,-0.214643,0.155004,2.048
191,nan,nan,nan,-0.283412,-0.328287,1.664,-0.306124,-0.310118,1.664,-0.315208,-0.17385,1.664,-0.32478,-0.079605,1.792,-0.290538,-0.358432,1.792,-0.29543,-0.255706,1.792,-0.287319,-0.22515,2.048,-0.306124,-0.151138,1.664,-0.324293,-0.128427,1.664,-0.212271,-0.050255,1.792,-0.190745,0.134834,1.92,-0.300321,-0.177439,1.792,-0.18669,-0.11334,2.048,-0.154058,0.077182,1.92,nan,nan,nan,-0.246513,-0.397565,1.792,-0.246513,-0.402457,1.792,-0.285646,-0.407349,1.792,-0.0855,0.134993,2.176,-0.0855,0.117173,2.176,-0.169781,0.092906,1.92,nan,nan,nan,-0.147557,0.199729,2.048,-0.209052,0.160595,2.048
192,nan,nan,nan,-0.283412,-0.328287,1.664,-0.306124,-0.310118,1.664,-0.315208,-0.17385,1.664,-0.32478,-0.079605,1.792,-0.290538,-0.358432,1.792,-0.29543,-0.250815,1.792,-0.281729,-0.22515,2.048,-0.32478,-0.162764,1.792,-0.324293,-0.128427,1.664,-0.207379,-0.050255,1.792,-0.185504,0.134834,1.92,-0.29543,-0.177439,1.792,-0.1811,-0.107749,2.048,-0.154058,0.082424,1.92,nan,nan,nan,-0.246513,-0.397565,1.792,-0.246513,-0.407349,1.792,-0.285646,-0.407349,1.792,-0.0855,0.140933,2.176,-0.0855,0.123113,2.176,-0.169781,0.098147,1.92,-0.101647,0.176763,1.92,-0.141966,0.199729,2.048,-0.209052,0.160595,2.048
