Frame#,sternumU,,,shoulderR,,,shoulderL,,,elbowRin,,,wristRin,,,elbowLin,,,wristLin,,,pvsR,,,pvsL,,,kneeRin,,,heelR,,,kneeLin,,,heelL,,,headT,,,pvCenter,,
Time,X3,Y3,Z3,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X9,Y9,Z9,X13,Y13,Z13,X15,Y15,Z15,X22,Y22,Z22,X23,Y23,Z23,X26,Y26,Z26,X28,Y28,Z28,X33,Y33,Z33,X35,Y35,Z35,X40,Y40,Z40,X41,Y41,Z41
0.188,927.92365,-871.93768,1355.38745,860.80548,-1084.30542,1402.922,871.27289,-720.53717,1409.46814,825.29114,-1152.59607,1056.02368,1003.81671,-1169.87708,908.29663,790.88867,-631.62463,1064.78259,959.70947,-583.7392,944.60303,842.26941,-1060.75012,972.55988,820.26752,-710.08807,969.17548,846.05939,-911.29828,466.44839,717.84808,-954.70697,104.62621,873.26489,-836.62909,477.05704,758.91968,-764.73718,115.80357,896.16553,-890.54535,1678.4408,831.268465,-885.419095,970.86768
0.192,927.20667,-872.62335,1355.41089,860.24536,-1085.01465,1403.03455,870.40155,-721.23712,1409.50623,825.97058,-1153.76025,1056.05945,1005.34985,-1170.50708,909.04663,790.36572,-631.91431,1064.82642,960.21637,-584.12,945.99762,841.59393,-1061.59412,972.33704,818.97784,-710.94049,969.16058,845.21136,-911.70294,466.54141,717.82166,-954.82135,104.53259,872.6756,-837.14624,477.15372,758.91473,-764.8053,115.87492,894.7749,-891.29346,1678.51831,830.285885,-886.267305,970.74881
0.196,926.5022,-873.30182,1355.45129,859.68555,-1085.70837,1403.14624,869.54205,-721.93854,1409.5575,826.68811,-1154.93799,1056.10474,1006.90094,-1171.12146,909.83423,789.90588,-632.18756,1064.87122,960.79175,-584.49182,947.42444,840.9707,-1062.40234,972.15662,817.66931,-711.78992,969.15942,844.34045,-912.12756,466.55743,717.78601,-954.93164,104.44321,872.086,-837.66956,477.27713,758.90295,-764.86908,115.95401,893.39709,-892.03906,1678.59766,829.320005,-887.09613,970.65802
0.2,925.79803,-873.96936,1355.50244,859.13214,-1086.38879,1403.25769,868.69067,-722.64355,1409.62366,827.45135,-1156.19043,1056.20288,1008.44629,-1171.70752,910.66199,789.51794,-632.43042,1064.92725,961.44171,-584.8526,948.88385,840.3963,-1063.172,972.02954,816.3374,-712.63269,969.16827,843.46234,-912.56506,466.51447,717.7406,-955.03625,104.35846,871.48993,-838.1936,477.41846,758.87958,-764.93018,116.03959,892.02844,-892.7832,1678.67529,828.36685,-887.902345,970.598905
0.204,925.08069,-874.62451,1355.55444,858.59082,-1087.05872,1403.36853,867.83875,-723.35468,1409.70544,828.26483,-1157.55005,1056.37695,1009.9754,-1172.26147,911.5296,789.21069,-632.62799,1064.99976,962.1731,-585.20038,950.37842,839.86206,-1063.90662,971.9538,814.97791,-713.46564,969.1817,842.59344,-913.00696,466.43823,717.68762,-955.13336,104.27817,870.88159,-838.70953,477.56708,758.84009,-764.99176,116.13113,890.66376,-893.52612,1678.74817,827.419985,-888.68613,970.56775
0.208,924.33911,-875.26813,1355.59778,858.06384,-1087.72046,1403.47729,866.97803,-724.07385,1409.80225,829.12463,-1159,1056.61499,1011.50061,-1172.78699,912.43719,788.98651,-632.76831,1065.08423,962.9917,-585.53613,951.91162,839.35583,-1064.61511,971.91571,813.58856,-714.28766,969.1955,841.74677,-913.44598,466.35422,717.63025,-955.22113,104.20292,870.2594,-839.20673,477.71335,758.78094,-765.05829,116.22906,889.29816,-894.26672,1678.81482,826.472195,-889.451385,970.555605
0.212,923.56848,-875.9021,1355.62659,857.54968,-1088.37451,1403.58032,866.10394,-724.80237,1409.91333,830.01575,-1160.4856,1056.8811,1013.04309,-1173.29016,913.38464,788.84131,-632.84497,1065.17065,963.90057,-585.86499,953.48694,838.86182,-1065.30847,971.89075,812.16925,-715.09998,969.20709,840.93134,-913.87616,466.28485,717.57153,-955.29828,104.13388,869.62604,-839.67572,477.84976,758.69952,-765.1344,116.33392,887.92847,-895.00195,1678.87463,825.515535,-890.204225,970.54892
0.216,922.77075,-876.52814,1355.63916,857.04504,-1089.01953,1403.67419,865.21521,-725.54108,1410.03748,830.91882,-1161.94873,1057.14075,1014.61798,-1173.77625,914.36993,788.7699,-632.85657,1065.24951,964.89795,-586.19482,955.10614,838.36224,-1065.99573,971.85065,810.72089,-715.90411,969.21466,840.15186,-914.29333,466.24554,717.51355,-955.36469,104.07141,868.98584,-840.10999,477.97144,758.5943,-765.22388,116.4453,886.55457,-895.72723,1678.92737,824.541565,-890.94992,970.532655
0.22,921.95251,-877.14624,1355.63733,856.54724,-1089.65381,1403.75769,864.31152,-726.28827,1410.17114,831.82111,-1163.35022,1057.37463,1016.23126,-1174.24744,915.38916,788.76971,-632.80524,1065.31311,965.97815,-586.53375,956.76746,837.84241,-1066.68408,971.77881,809.24536,-716.69965,969.21814,839.40869,-914.69562,466.24185,717.4577,-955.42151,104.01479,868.34381,-840.50623,478.07718,758.46509,-765.32965,116.56134,885.17792,-896.43945,1678.97144,823.543885,-891.691865,970.498475
0.224,921.11993,-877.7547,1355.62354,856.05518,-1090.27502,1403.83203,863.39233,-727.03845,1410.30945,832.71881,-1164.66797,1057.5769,1017.88098,-1174.70361,916.43689,788.84229,-632.69568,1065.35461,967.13501,-586.88892,958.46637,837.29517,-1067.38062,971.67975,807.74548,-717.48456,969.22046,838.69885,-915.08276,466.27161,717.40448,-955.47089,103.96306,867.70557,-840.86475,478.16992,758.31268,-765.45398,116.6795,883.80054,-897.1377,1679.00452,822.520325,-892.43259,970.450105
0.228,920.27448,-878.3501,1355.59888,855.56885,-1090.88025,1403.90125,862.45465,-727.78442,1410.44629,833.61633,-1165.88855,1057.75012,1019.56116,-1175.1438,917.50635,788.99255,-632.5332,1065.36914,968.36371,-587.26733,960.1983,836.72064,-1068.09131,971.57245,806.22369,-718.2572,969.22699,838.01678,-915.45587,466.3291,717.35461,-955.51544,103.91548,867.07733,-841.18829,478.25562,758.138,-765.59802,116.79767,882.42542,-897.82202,1679.02441,821.472165,-893.174255,970.39972
0.232,919.41431,-878.92798,1355.56409,855.08759,-1091.46741,1403.96936,861.4939,-728.521,1410.57813,834.52478,-1167.005,1057.89954,1021.2644,-1175.56763,918.58966,789.22656,-632.32135,1065.35583,969.66125,-587.67505,961.96161,836.12122,-1068.81934,971.4762,804.68213,-719.0166,969.24414,837.35547,-915.81696,466.40771,717.30933,-955.55688,103.87132,866.46631,-841.48083,478.3425,757.94159,-765.76178,116.91407,881.05664,-898.49274,1679.03137,820.401675,-893.91797,970.36017
0.236,918.53809,-879.48419,1355.52148,854.60828,-1092.03577,1404.03906,860.50708,-729.24512,1410.70422,835.45703,-1168.01709,1058.02893,1022.98389,-1175.97388,919.67926,789.54761,-632.06207,1065.32031,971.02863,-588.11511,963.76068,835.49725,-1069.5625,971.40192,803.12445,-719.76331,969.27832,836.70709,-916.16901,466.50128,717.27045,-955.59625,103.82954,865.88104,-841.74756,478.43991,757.72382,-765.94415,117.02655,879.69757,-899.15112,1679.02673,819.31085,-894.662905,970.34012
0.24,917.64734,-880.01593,1355.47546,854.12598,-1092.58643,1404.11133,859.49432,-729.95563,1410.82642,836.42181,-1168.93286,1058.13965,1024.71521,-1176.35986,920.76886,789.95239,-631.75873,1065.27527,972.47217,-588.586,965.60602,834.84753,-1070.31165,971.35223,801.55585,-720.49908,969.33453,836.065,-916.51453,466.60498,717.2395,-955.63385,103.78908,865.32904,-841.99554,478.556,757.48511,-766.14319,117.1328,878.35022,-899.79901,1679.01306,818.20169,-895.405365,970.34338
0.244,916.74536,-880.52173,1355.43213,853.63519,-1093.12048,1404.18628,858.45715,-730.65247,1410.94653,837.42102,-1169.76843,1058.2373,1026.45605,-1176.71936,921.85638,790.42865,-631.41724,1065.23828,974.00037,-589.08179,967.50964,834.16998,-1071.05103,971.32404,799.98035,-721.22522,969.41357,835.42645,-916.854,466.7153,717.21741,-955.66992,103.74886,864.81396,-842.23364,478.69589,757.22546,-766.35681,117.23151,877.01642,-900.43744,1678.99365,817.075165,-896.138125,970.368805
0.248,915.83569,-881.00146,1355.39612,853.13287,-1093.63611,1404.26404,857.39636,-731.33563,1411.06689,838.45074,-1170.5459,1058.33533,1028.20679,-1177.04407,922.94647,790.9577,-631.04553,1065.22961,975.61749,-589.59534,969.47772,833.46136,-1071.76465,971.31067,798.39886,-721.93951,969.51196,834.79224,-917.18481,466.82968,717.20361,-955.70453,103.70789,864.33514,-842.47064,478.86276,756.94586,-766.58203,117.32298,875.69824,-901.0672,1678.97144,815.93011,-896.85208,970.411315
0.252,914.92236,-881.45721,1355.36975,852.61987,-1094.12988,1404.3446,856.31348,-732.00458,1411.1897,839.5033,-1171.28918,1058.45032,1029.9729,-1177.32581,924.04919,791.5191,-630.65344,1065.26782,977.32031,-590.12085,971.50751,832.71735,-1072.44067,971.30286,796.81036,-722.63696,969.62286,834.16425,-917.50146,466.94687,717.19696,-955.73761,103.66529,863.89105,-842.71289,479.05917,756.64941,-766.81348,117.40913,874.39722,-901.68927,1678.94836,814.763855,-897.538815,970.46286
0.256,914.01031,-881.89178,1355.35291,852.09991,-1094.59863,1404.42773,855.21191,-732.65686,1411.31714,840.57062,-1172.01868,1058.59619,1031.76453,-1177.56006,925.17725,792.09839,-630.25378,1065.36792,979.10059,-590.6557,973.59222,831.93323,-1073.07214,971.29071,795.21283,-723.31232,969.73834,833.54395,-917.79761,467.06732,717.1955,-955.76886,103.62048,863.4809,-842.96423,479.28683,756.3407,-767.04309,117.49345,873.11517,-902.3031,1678.92456,813.57303,-898.19223,970.514525
0.26,913.10175,-882.3078,1355.34277,851.57721,-1095.04224,1404.51184,854.09607,-733.28998,1411.44971,841.64539,-1172.75049,1058.78027,1033.59595,-1177.74536,926.34406,792.69458,-629.86121,1065.53967,980.94995,-591.20111,975.7276,831.10651,-1073.65552,971.26599,793.60303,-723.96222,969.85065,832.9339,-918.06891,467.19226,717.19714,-955.79773,103.57304,863.10193,-843.22601,479.54407,756.02466,-767.26294,117.58064,871.85364,-902.90594,1678.90027,812.35477,-898.80887,970.55832
0.264,912.19391,-882.70667,1355.33435,851.0542,-1095.4635,1404.59497,852.9696,-733.90417,1411.58423,842.7193,-1173.49634,1059.00439,1035.47888,-1177.88049,927.56067,793.31989,-629.48914,1065.78735,982.86261,-591.76141,977.91248,830.2381,-1074.18896,971.2243,791.97717,-724.58533,969.95294,832.33789,-918.31567,467.32275,717.20013,-955.82385,103.52255,862.74695,-843.49792,479.82526,755.70532,-767.46954,117.67646,870.61316,-903.49396,1678.87561,811.107635,-899.387145,970.58862
0.268,911.28021,-883.08948,1355.32153,850.52979,-1095.86633,1404.6748,851.83423,-734.50262,1411.71448,843.78241,-1174.26416,1059.26587,1037.41467,-1177.96521,928.82977,793.98877,-629.14746,1066.11157,984.83435,-592.34161,980.14673,829.33112,-1074.672,971.16431,790.33179,-725.18011,970.04047,831.76013,-918.54285,467.46072,717.20331,-955.84698,103.46896,862.40588,-843.77631,480.12302,755.38495,-767.66595,117.78795,869.3938,-904.06323,1678.84998,809.831455,-899.926055,970.60239
0.272,910.35437,-883.45721,1355.29968,850.00018,-1096.25488,1404.74976,850.69159,-735.0882,1411.83508,844.82574,-1175.05847,1059.55896,1039.39453,-1178.00073,930.14587,794.70935,-628.84192,1066.50769,986.86139,-592.94629,982.42944,828.39001,-1075.104,971.08679,788.66443,-725.74426,970.11133,831.20428,-918.75659,467.61069,717.20618,-955.86719,103.41301,862.07092,-844.05396,480.43054,755.06396,-767.86047,117.92333,868.19592,-904.60992,1678.82153,808.52722,-900.42413,970.59906
0.276,909.41364,-883.81073,1355.26672,849.46185,-1096.63184,1404.8186,849.54504,-735.66235,1411.94385,845.84497,-1175.87866,1059.87292,1041.4054,-1177.99231,931.5,795.4856,-628.57117,1066.96338,988.93933,-593.57916,984.75793,827.41937,-1075.48499,970.99353,786.97443,-726.27551,970.16821,830.6745,-918.96191,467.78018,717.20886,-955.88452,103.35647,861.73926,-844.32111,480.74438,754.73938,-768.06342,118.09077,867.01959,-905.13092,1678.78918,807.1969,-900.88025,970.58087
0.28,908.46088,-884.15106,1355.22302,848.91394,-1096.99683,1404.88184,848.39819,-736.22516,1412.04053,846.83997,-1176.71912,1060.19409,1043.42944,-1177.94727,932.87976,796.32361,-628.32239,1067.45593,991.06354,-594.24158,987.12726,826.42316,-1075.81738,970.88745,785.26331,-726.77216,970.21808,830.17566,-919.16077,467.97849,717.21173,-955.89935,103.30138,861.41333,-844.56927,481.06458,754.40521,-768.28424,118.29664,865.86389,-905.62488,1678.75183,805.843235,-901.29477,970.552765
0.284,907.50311,-884.47913,1355.17041,848.35919,-1097.3457,1404.94055,847.25238,-736.77606,1412.12573,847.81354,-1177.57019,1060.51233,1045.44519,-1177.87146,934.26996,797.23505,-628.07086,1067.9502,993.229,-594.93201,989.53204,825.40417,-1076.1084,970.7724,783.53333,-727.23352,970.27002,829.71191,-919.35254,468.21414,717.21509,-955.9118,103.24944,861.09607,-844.79364,481.39197,754.05243,-768.5304,118.54373,864.72681,-906.09302,1678.70911,804.46875,-901.67096,970.52121
0.288,906.54633,-884.79492,1355.1106,847.80164,-1097.67236,1404.99609,846.10657,-737.31281,1412.20044,848.77466,-1178.41956,1060.82617,1047.43652,-1177.76477,935.65967,798.2334,-627.78491,1068.40405,995.4306,-595.64679,991.96912,824.36426,-1076.36951,970.65442,781.78589,-727.66028,970.33057,829.28564,-919.53326,468.49258,717.21899,-955.92212,103.20211,860.7876,-844.99329,481.72684,753.66864,-768.80731,118.82949,863.60559,-906.53802,1678.66016,803.075075,-902.014895,970.492495
0.292,905.59076,-885.09772,1355.04395,847.24359,-1097.97266,1405.04846,844.95959,-737.83258,1412.26782,849.73877,-1179.25256,1061.14294,1049.39771,-1177.62207,937.04675,799.32672,-627.43536,1068.78418,997.6637,-596.38269,994.43903,823.30377,-1076.61572,970.54156,780.02136,-728.05432,970.40198,828.89655,-919.69647,468.81461,717.22272,-955.93079,103.16088,860.48572,-845.1701,482.06967,753.23895,-769.11865,119.14499,862.49884,-906.96301,1678.60327,801.662565,-902.33502,970.47177
0.296,904.63074,-885.38666,1354.96777,846.68475,-1098.24683,1405.09534,843.81036,-738.33533,1412.33362,850.72302,-1180.05396,1061.47522,1051.32898,-1177.43787,938.43542,800.51526,-627.00867,1069.08374,999.92548,-597.13867,996.94269,822.22198,-1076.86353,970.44208,778.23944,-728.41833,970.48199,828.54059,-919.83636,469.1734,717.22516,-955.93866,103.12686,860.18872,-845.32727,482.42084,752.74756,-769.46582,119.47768,861.40613,-907.37085,1678.5354,800.23071,-902.64093,970.462035
0.3,903.65979,-885.66083,1354.87854,846.12256,-1098.4989,1405.1333,842.6582,-738.8252,1412.40454,851.7428,-1180.80737,1061.83484,1053.23279,-1177.20837,939.83252,801.79572,-626.50977,1069.3197,1002.21399,-597.91638,999.47864,821.1178,-1077.12659,970.36182,776.44031,-728.7561,970.5658,828.20966,-919.9516,469.55112,717.22516,-955.94666,103.10046,859.89709,-845.4679,482.77933,752.18018,-769.84918,119.81746,860.32532,-907.76459,1678.45313,798.779055,-902.941345,970.46381
0.304,902.67493,-885.92004,1354.77356,845.55334,-1098.73547,1405.15845,841.50348,-739.3078,1412.48462,852.81,-1181.49878,1062.22437,1055.10938,-1176.93127,941.24396,803.16528,-625.95264,1069.51245,1004.52612,-598.71948,1002.04285,819.99146,-1077.41162,970.30322,774.62726,-729.0744,970.64886,827.89398,-920.04565,469.92169,717.22156,-955.95557,103.08144,859.61304,-845.59515,483.14319,751.52521,-770.26898,120.16076,859.25208,-908.14746,1678.354,797.30936,-903.24301,970.47604
0.308,901.67834,-886.16455,1354.6532,844.97424,-1098.96301,1405.16882,840.34821,-739.78723,1412.57385,853.92474,-1182.12488,1062.63489,1056.95642,-1176.60657,942.67303,804.61798,-625.3515,1069.6792,1006.85822,-599.55206,1004.63074,818.84564,-1077.71753,970.26611,772.80823,-729.38257,970.72949,827.58618,-920.12567,470.26181,717.21338,-955.96588,103.0691,859.3399,-845.71216,483.51068,750.77332,-770.72717,120.50922,858.18311,-908.52142,1678.2384,795.826935,-903.55005,970.4978
0.312,900.67542,-886.39423,1354.52087,844.38458,-1099.18518,1405.16455,839.19501,-740.26605,1412.67004,855.07098,-1182.70068,1063.05042,1058.77344,-1176.23633,944.12244,806.14246,-624.72278,1069.83984,1009.20685,-600.41785,1007.23883,817.68451,-1078.03638,970.24811,770.99353,-729.68939,970.80786,827.28186,-920.20093,470.55807,717.20007,-955.97797,103.06267,859.08014,-845.82227,483.87943,749.91766,-771.22815,120.86623,857.11902,-908.88641,1678.11133,794.33902,-903.862885,970.527985
0.316,899.672,-886.60773,1354.38086,843.78748,-1099.40027,1405.14746,838.0459,-740.7464,1412.77173,856.22583,-1183.25122,1063.45789,1060.56396,-1175.82288,945.59497,807.72394,-624.08569,1070.01794,1011.57092,-601.31799,1009.86542,816.51196,-1078.35522,970.24463,769.19092,-729.99884,970.88501,826.97742,-920.28137,470.80563,717.18134,-955.99231,103.06143,858.83392,-845.92877,484.246,748.95416,-771.77734,121.23483,856.06335,-909.24188,1677.98047,792.85144,-904.17703,970.56482
0.32,898.66907,-886.80341,1354.23523,843.18933,-1099.60132,1405.12,836.90369,-741.22839,1412.87671,857.37109,-1183.79993,1063.85388,1062.33557,-1175.36841,947.0932,809.34753,-623.45746,1070.22949,1013.95105,-602.25061,1012.51031,815.33026,-1078.65845,970.24768,767.40228,-730.30853,970.96283,826.66937,-920.37537,471.00507,717.15796,-956.0094,103.06446,858.59839,-846.03564,484.60748,747.88208,-772.37903,121.61726,855.01886,-909.58679,1677.8512,791.36627,-904.48349,970.605255
0.324,897.66248,-886.98126,1354.0824,842.59717,-1099.77979,1405.08398,835.77332,-741.70728,1412.98169,858.49799,-1184.36011,1064.23682,1064.09949,-1174.87427,948.61902,810.9978,-622.84918,1070.4801,1016.34814,-603.21167,1015.17377,814.14075,-1078.92798,970.24554,765.62488,-730.61322,971.04376,826.35425,-920.48773,471.15988,717.13141,-956.02899,103.07034,858.36847,-846.14703,484.96307,746.70477,-773.03577,122.01595,853.98682,-909.91962,1677.72375,789.882815,-904.7706,970.64465
0.328,896.64691,-887.14368,1353.91895,842.01526,-1099.92944,1405.03906,834.66046,-742.17407,1413.0813,859.60657,-1184.93237,1064.599,1065.86462,-1174.34094,950.17133,812.65881,-622.2652,1070.76941,1018.76196,-604.1991,1017.85468,812.94275,-1079.14758,970.22449,763.85516,-730.90863,971.13116,826.02881,-920.61963,471.27283,717.10376,-956.05066,103.07726,858.13776,-846.26678,485.31284,745.43005,-773.75055,122.43401,852.96906,-910.23853,1677.59302,788.398955,-905.028105,970.677825
0.332,895.62201,-887.29285,1353.7439,841.44507,-1100.04773,1404.98401,833.56799,-742.61963,1413.17078,860.70288,-1185.50879,1064.93042,1067.63257,-1173.76563,951.74664,814.31519,-621.70465,1071.09448,1021.18958,-605.21503,1020.55066,811.73315,-1079.30957,970.17255,762.08936,-731.19202,971.22711,825.68872,-920.76886,471.34259,717.07666,-956.07446,103.08331,857.89929,-846.39771,485.65604,744.06726,-774.52747,122.87418,851.96783,-910.5434,1677.45251,786.911255,-905.250795,970.69983
0.336,894.5929,-887.42883,1353.56006,840.88446,-1100.13672,1404.9165,832.49487,-743.0387,1413.24792,861.79553,-1186.07666,1065.22534,1069.39771,-1173.14014,953.34033,815.95233,-621.16351,1071.44849,1023.625,-606.26483,1023.25885,810.50745,-1079.41736,970.08325,760.32379,-731.46179,971.33081,825.32837,-920.9306,471.36325,717.05054,-956.10083,103.08691,857.64777,-846.54218,485.99219,742.62366,-775.36865,123.33723,850.98425,-910.83661,1677.29663,785.41562,-905.439575,970.70703
0.34,893.56567,-887.55029,1353.37122,840.32782,-1100.20154,1404.83496,831.43701,-743.43042,1413.31323,862.89368,-1186.62146,1065.48218,1071.15442,-1172.45422,954.94666,817.5564,-620.63464,1071.81567,1026.05981,-607.35309,1025.97729,809.26147,-1079.48425,969.95667,758.55511,-731.71533,971.43799,824.94208,-921.099,471.32718,717.0249,-956.13019,103.08693,857.38055,-846.70349,486.32297,741.10181,-776.27167,123.82127,850.01843,-911.12134,1677.1217,783.90829,-905.59979,970.69733
0.344,892.5423,-887.65662,1353.17834,839.7666,-1100.24768,1404.73804,830.38995,-743.79523,1413.36829,864.00488,-1187.12891,1065.70178,1072.90027,-1171.69971,956.56018,819.11523,-620.10669,1072.17212,1028.48584,-608.48163,1028.70483,807.992,-1079.52588,969.79889,756.77899,-731.94934,971.54144,824.52563,-921.26929,471.22919,716.99847,-956.16241,103.08298,857.09583,-846.88629,486.65256,739.50171,-777.23132,124.32248,849.07056,-911.39941,1676.92627,782.385495,-905.73761,970.670165
0.348,891.52264,-887.74744,1352.97986,839.1925,-1100.2793,1404.62573,829.35193,-744.13434,1413.41455,865.13403,-1187.58887,1065.88892,1074.63391,-1170.87292,958.17731,820.62128,-619.56964,1072.49573,1030.89685,-609.6496,1031.44177,806.69788,-1079.55322,969.61853,754.99054,-732.1604,971.6319,824.07819,-921.43799,471.07144,716.97058,-956.19733,103.07539,856.79047,-847.09583,486.98636,737.82483,-778.24353,124.83735,848.14069,-911.67126,1676.71008,780.84421,-905.85681,970.625215
0.352,890.50958,-887.8222,1352.77527,838.6004,-1100.29797,1404.49927,828.32422,-744.45056,1413.4519,866.28021,-1187.99963,1066.05579,1076.35254,-1169.97241,959.79639,822.07928,-619.02643,1072.78491,1033.2887,-610.85492,1034.18848,805.38031,-1079.56995,969.42432,753.18689,-732.34583,971.70056,823.60474,-921.6004,470.8685,716.94153,-956.23413,103.06494,856.46008,-847.33734,487.32852,736.0766,-779.30676,125.36455,847.22711,-911.93585,1676.47314,779.2836,-905.95789,970.56244
0.356,889.50958,-887.87958,1352.5658,837.98914,-1100.30237,1404.36157,827.30695,-744.74994,1413.47839,867.43207,-1188.36914,1066.22522,1078.05396,-1168.99756,961.41321,823.51477,-618.49689,1073.06201,1035.65881,-612.09583,1036.94629,804.04144,-1079.57654,969.22418,751.36761,-732.50287,971.74078,823.11749,-921.7489,470.64886,716.91235,-956.27185,103.05229,856.10144,-847.61432,487.67902,734.26404,-780.42108,125.90408,846.32745,-912.19122,1676.2157,777.704525,-906.039705,970.48248
0.36,888.52612,-887.91858,1352.3512,837.36029,-1100.28845,1404.21619,826.29688,-745.0401,1413.49048,868.57007,-1188.70544,1066.42249,1079.73743,-1167.948,963.01984,824.96747,-618.008,1073.35889,1038.00574,-613.37213,1039.71802,802.6825,-1079.57422,969.02448,749.53479,-732.62909,971.74908,822.6322,-921.87433,470.44748,716.88403,-956.30951,103.03795,855.71295,-847.9267,488.03308,732.39423,-781.58478,126.45554,845.44031,-912.4353,1675.93872,776.108645,-906.101655,970.38678
0.364,887.5542,-887.93927,1352.12634,836.7168,-1100.25024,1404.06592,825.29016,-745.32617,1413.48645,869.67914,-1189.005,1066.66162,1081.40369,-1166.82495,964.6076,826.47388,-617.58087,1073.7019,1040.33008,-614.68536,1042.50891,801.30298,-1079.56567,968.82849,747.69208,-732.72284,971.72601,822.16266,-921.9696,470.29303,716.85693,-956.34656,103.02248,855.29437,-848.26953,488.38342,730.47363,-782.79248,127.01822,844.56592,-912.66656,1675.6438,774.49753,-906.144255,970.27725
0.368,886.58441,-887.94202,1351.88342,836.06104,-1100.18152,1403.91199,824.28705,-745.6076,1413.46692,870.75763,-1189.25696,1066.94128,1083.0553,-1165.63452,966.16876,828.0578,-617.2254,1074.1073,1042.63416,-616.03802,1045.32617,799.90302,-1079.5509,968.63574,745.84436,-732.78345,971.67664,821.71863,-922.03229,470.20169,716.83142,-956.38232,103.00667,854.84576,-848.63403,488.72177,728.50916,-784.03589,127.59274,843.70477,-912.88385,1675.3313,772.87369,-906.167175,970.15619
0.372,885.61053,-887.92688,1351.61548,835.3941,-1100.07703,1403.75342,823.29236,-745.88037,1413.43323,871.8161,-1189.45215,1067.24878,1084.69556,-1164.38586,967.69781,829.72992,-616.93951,1074.57971,1044.92285,-617.43182,1048.17737,798.48267,-1079.526,968.44202,743.99689,-732.8111,971.60736,821.30719,-922.06433,470.17862,716.80731,-956.41638,102.99165,854.36841,-849.01031,489.0401,726.50867,-785.30719,128.18063,842.85767,-913.08606,1675.00073,771.23978,-906.16855,970.02469
