Frame#,sternumU,,,shoulderR,,,shoulderL,,,elbowRin,,,wristRin,,,elbowLin,,,wristLin,,,pvsR,,,pvsL,,,kneeRin,,,heelR,,,kneeLin,,,heelL,,,headT,,,pvCenter,,
Time,X3,Y3,Z3,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X9,Y9,Z9,X13,Y13,Z13,X15,Y15,Z15,X22,Y22,Z22,X23,Y23,Z23,X26,Y26,Z26,X28,Y28,Z28,X33,Y33,Z33,X35,Y35,Z35,X40,Y40,Z40,X41,Y41,Z41
1.812,-478.85614,-874.96387,226.4292,-517.98779,-1075.31628,102.98938,-525.75024,-752.23572,99.25598,-268.42975,-1272.73022,125.73743,-162.52533,-1469.29297,235.14709,-292.60159,-516.41211,185.61412,-223.61066,-369.78387,368.48456,-152.23895,-1056.81238,280.67859,-154.20837,-716.90814,264.11877,-291.25702,-919.87134,685.64001,-291.81879,-960.01355,1073.38599,-271.03473,-838.20496,697.56104,-260.88513,-784.04187,1072.50598,-761.56586,-899.35309,190.36877,-153.22366,-886.86026,272.39868
1.816,-478.89178,-875.20483,226.31665,-517.77625,-1075.51318,102.92627,-525.75159,-752.4389,99.19812,-268.29645,-1273.25391,126.44861,-162.99384,-1469.95715,236.19922,-292.56055,-516.71136,185.67233,-223.50055,-370.492,368.76825,-152.30865,-1056.8446,281.16229,-154.30493,-716.90576,264.21912,-293.1817,-920.21387,684.95148,-294.13483,-960.43671,1072.69214,-273.83051,-838.4624,696.26086,-266.29767,-784.23846,1071.29114,-761.55341,-899.91797,190.11646,-153.30679,-886.87518,272.690705
1.82,-478.92316,-875.42053,226.20874,-517.57532,-1075.68555,102.87805,-525.7594,-752.6463,99.13379,-268.19708,-1273.78223,127.10498,-163.46503,-1470.60156,237.24615,-292.56445,-516.98444,185.69781,-223.37335,-371.17297,369.01239,-152.38531,-1056.85876,281.67407,-154.41327,-716.87415,264.25598,-295.07794,-920.53284,684.22321,-296.30865,-960.85632,1071.95483,-276.5672,-838.69238,694.91931,-271.58075,-784.45721,1070.01501,-761.57611,-900.42169,189.8927,-153.39929,-886.866455,272.965025
1.824,-478.9549,-875.60913,226.1051,-517.3855,-1075.84485,102.85046,-525.77905,-752.84406,99.06958,-268.14764,-1274.31653,127.70203,-163.93732,-1471.21887,238.2876,-292.61505,-517.23608,185.69408,-223.22321,-371.82651,369.224,-152.46039,-1056.85059,282.19855,-154.53046,-716.81885,264.23157,-296.93878,-920.82349,683.45642,-298.35303,-961.26733,1071.17322,-279.24652,-838.89124,693.53906,-276.73383,-784.69153,1068.67908,-761.62982,-900.8761,189.7002,-153.495425,-886.83472,273.21506
1.828,-478.99274,-875.77057,226.00586,-517.20483,-1075.99976,102.84656,-525.81567,-753.01697,99.01233,-268.15424,-1274.85693,128.24554,-164.40875,-1471.80713,239.32294,-292.71286,-517.47168,185.66602,-223.039,-372.45117,369.41364,-152.5257,-1056.81726,282.71918,-154.65051,-716.74762,264.1474,-298.75275,-921.08459,682.65442,-300.28094,-961.67023,1070.35034,-281.87006,-839.05829,692.1228,-281.75482,-784.93744,1067.28552,-761.70477,-901.29517,189.54199,-153.588105,-886.78244,273.43329
1.832,-479.04254,-875.90601,225.91248,-517.03003,-1076.15479,102.86768,-525.87183,-753.15454,98.96716,-268.20758,-1275.39978,128.75293,-164.87714,-1472.36829,240.34985,-292.85489,-517.69458,185.62109,-222.81061,-373.04425,369.59283,-152.57416,-1056.7583,283.22095,-154.76373,-716.66888,264.00568,-300.50409,-921.31946,681.82172,-302.10468,-962.06903,1069.4917,-284.43829,-839.1947,690.67023,-286.64154,-785.19495,1065.83679,-761.78656,-901.69354,189.4198,-153.668945,-886.71359,273.613315
1.836,-479.1087,-876.01733,225.82715,-516.85889,-1076.30908,102.91248,-525.9469,-753.25403,98.93713,-268.28644,-1275.93628,129.25012,-165.33978,-1472.90564,241.36432,-293.03384,-517.90515,185.56987,-222.53583,-373.60175,369.771,-152.60126,-1056.67395,283.69128,-154.85822,-716.5896,263.80859,-302.1745,-921.53339,680.96387,-303.83636,-962.46692,1068.60388,-286.95209,-839.30298,689.17743,-291.39313,-785.46509,1064.33557,-761.85846,-902.08557,189.3335,-153.72974,-886.631775,273.749935
1.84,-479.19342,-876.10699,225.75293,-516.69006,-1076.45874,102.97913,-526.0387,-753.31958,98.92493,-268.36517,-1276.4541,129.76324,-165.79462,-1473.42163,242.3606,-293.23929,-518.10138,185.52454,-222.22321,-374.1196,369.95593,-152.60468,-1056.56421,284.11902,-154.9231,-716.51489,263.55676,-303.74579,-921.73193,680.08716,-305.48834,-962.86554,1067.69312,-289.41156,-839.38593,687.63965,-296.00958,-785.74847,1062.78442,-761.90546,-902.48242,189.28223,-153.76389,-886.53955,273.83789
1.844,-479.29437,-876.17841,225.69214,-516.52393,-1076.59863,103.06641,-526.14404,-753.35974,98.93176,-268.42279,-1276.9425,130.30994,-166.24115,-1473.91467,243.33276,-293.45981,-518.27948,185.49602,-221.8891,-374.59561,370.15576,-152.58417,-1056.42932,284.49329,-154.95099,-716.44788,263.25006,-305.20331,-921.91931,679.19653,-307.07257,-963.26599,1066.76318,-291.81635,-839.44635,686.0553,-300.49078,-786.04572,1061.1864,-761.91791,-902.89142,189.26404,-153.76758,-886.4386,273.871675
1.848,-479.40411,-876.23682,225.64722,-516.36218,-1076.72449,103.17346,-526.25916,-753.38483,98.95862,-268.44855,-1277.39612,130.89441,-166.67975,-1474.37952,244.27747,-293.68414,-518.43475,185.49142,-221.55133,-375.03027,370.37793,-152.53876,-1056.27209,284.80237,-154.93805,-716.38885,262.88983,-306.5401,-922.09802,678.29529,-308.59894,-963.66949,1065.81604,-294.1673,-839.48633,684.42749,-304.83624,-786.35706,1059.54602,-761.89154,-903.31677,189.27661,-153.738405,-886.33047,273.8461
1.852,-479.51202,-876.28864,225.61914,-516.20776,-1076.83313,103.30017,-526.3811,-753.40363,99.00562,-268.44379,-1277.81396,131.50757,-167.11139,-1474.80933,245.19604,-293.90207,-518.5625,185.51324,-221.22626,-375.42554,370.62695,-152.46747,-1056.09753,285.03235,-154.88202,-716.33508,262.47992,-307.75824,-922.26929,677.38574,-310.07428,-964.07721,1064.85376,-296.4682,-839.50775,682.7616,-309.04572,-786.67926,1057.8689,-761.82684,-903.76239,189.31616,-153.674745,-886.216305,273.756135
1.856,-479.60883,-876.33923,225.60803,-516.06421,-1076.92322,103.44543,-526.50732,-753.42065,99.0741,-268.42133,-1278.19739,132.13074,-167.53754,-1475.19885,246.0929,-294.1058,-518.66119,185.56053,-220.93329,-375.78278,370.89917,-152.37054,-1055.91101,285.16858,-154.7821,-716.2804,262.02661,-308.86603,-922.43329,676.47089,-311.50116,-964.48975,1063.87988,-298.72357,-839.51276,681.06384,-313.11993,-787.00592,1056.15979,-761.7276,-904.23267,189.37744,-153.57632,-886.095705,273.597595
1.86,-479.6889,-876.39148,225.61218,-515.93311,-1076.99426,103.60754,-526.63574,-753.43579,99.16516,-268.39886,-1278.54932,132.74268,-167.961,-1475.54578,246.97119,-294.29074,-518.7334,185.63164,-220.69855,-376.103,371.18103,-152.25128,-1055.71667,285.20239,-154.63861,-716.2168,261.53894,-309.87335,-922.58905,675.55328,-312.87897,-964.9071,1062.89954,-300.93622,-839.505,679.34039,-317.06195,-787.33051,1054.42261,-761.59967,-904.73053,189.45532,-153.444945,-885.966735,273.370665
1.864,-479.75018,-876.44647,225.62952,-515.81519,-1077.04492,103.78284,-526.76501,-753.44604,99.2793,-268.39532,-1278.87378,133.32385,-168.38397,-1475.85095,247.83118,-294.4541,-518.78442,185.72655,-220.54742,-376.38858,371.45544,-152.11395,-1055.51733,285.1369,-154.45294,-716.13654,261.02808,-310.78864,-922.7356,674.63452,-314.20563,-965.32825,1061.91772,-303.10773,-839.49078,677.59766,-320.87408,-787.64752,1052.65979,-761.45172,-905.25317,189.54529,-153.283445,-885.826935,273.08249
1.868,-479.79327,-876.50342,225.65771,-515.71008,-1077.07349,103.96472,-526.89233,-753.44818,99.41455,-268.4278,-1279.17542,133.85718,-168.80597,-1476.11768,248.67194,-294.59436,-518.82043,185.84656,-220.49506,-376.64392,371.71143,-151.96246,-1055.31458,284.98413,-154.22821,-716.03491,260.50568,-311.61896,-922.87262,673.71558,-315.47858,-965.75201,1060.93823,-305.23956,-839.47821,675.84131,-324.55658,-787.95093,1050.87268,-761.29633,-905.78711,189.64307,-153.095335,-885.674745,272.744905
1.872,-479.82001,-876.56012,225.69421,-515.61694,-1077.07898,104.14722,-527.01428,-753.43958,99.56714,-268.5108,-1279.45728,134.32813,-169.22369,-1476.35071,249.49512,-294.71124,-518.84802,185.99205,-220.54144,-376.87482,371.94818,-151.79987,-1055.10828,284.75525,-153.9693,-715.91241,259.98346,-312.36993,-923.00177,672.79822,-316.69562,-966.17651,1059.96143,-307.33539,-839.47089,674.07373,-328.10809,-788.23621,1049.0625,-761.14874,-906.31042,189.74414,-152.884585,-885.510345,272.369355
1.876,-479.8327,-876.61426,225.73682,-515.53442,-1077.06128,104.32422,-527.1272,-753.41846,99.73132,-268.65387,-1279.7229,134.72815,-169.63275,-1476.5553,250.30347,-294.80643,-518.87347,186.16115,-220.6701,-377.0867,372.17285,-151.62872,-1054.89771,284.45514,-153.6817,-715.77411,259.47302,-313.04608,-923.12646,671.88416,-317.85504,-966.59991,1058.98657,-309.40021,-839.46387,672.29382,-331.52948,-788.50488,1047.23169,-761.02094,-906.80194,189.84607,-152.65521,-885.33591,271.96408
1.88,-479.83331,-876.664,225.7832,-515.46191,-1077.02112,104.48999,-527.22888,-753.383,99.90234,-268.85883,-1279.97632,135.05768,-170.02936,-1476.73413,251.09869,-294.88367,-518.90186,186.35005,-220.85175,-377.28131,372.39465,-151.4505,-1054.68152,284.08398,-153.37122,-715.62708,258.98712,-313.65167,-923.2511,670.97314,-318.95514,-967.02081,1058.0127,-311.43732,-839.44897,670.49951,-334.82294,-788.7641,1045.38342,-760.91901,-907.24799,189.94885,-152.41086,-885.1543,271.53555
1.884,-479.8233,-876.7085,225.83179,-515.39868,-1076.96155,104.64099,-527.31946,-753.33044,100.07666,-269.11798,-1280.22156,135.32629,-170.41119,-1476.88745,251.88165,-294.94885,-518.93579,186.55359,-221.0506,-377.45483,372.61902,-151.26605,-1054.45984,283.64191,-153.04401,-715.47687,258.53741,-314.19159,-923.38019,670.06201,-319.99591,-967.43848,1057.03967,-313.44574,-839.4223,668.6908,-337.9892,-789.02014,1043.52002,-760.8432,-907.64258,190.0542,-152.15503,-884.968355,271.08966
1.888,-479.80377,-876.74744,225.88184,-515.34412,-1076.8877,104.77625,-527.40088,-753.25732,100.25256,-269.41705,-1280.46167,135.55115,-170.77777,-1477.01416,252.65265,-295.00894,-518.97382,186.76599,-221.23224,-377.60004,372.84607,-151.07452,-1054.23474,283.13123,-152.70709,-715.32739,258.13043,-314.67133,-923.51746,669.14679,-320.97748,-967.85254,1056.06726,-315.41815,-839.38422,666.86816,-341.02753,-789.27551,1041.64294,-760.7901,-907.98621,190.16504,-151.890805,-884.781065,270.63083
1.892,-479.77496,-876.78131,225.9325,-515.29724,-1076.80603,104.89709,-527.47681,-753.16058,100.42993,-269.73859,-1280.69739,135.7522,-171.1297,-1477.11292,253.41187,-295.06992,-519.00989,186.98265,-221.36993,-377.71161,373.07385,-150.87482,-1054.00928,282.55817,-152.36871,-715.1828,257.76428,-315.09637,-923.66577,668.22516,-321.89948,-968.26318,1055.09619,-317.3371,-839.33258,665.02905,-343.93671,-789.5321,1039.75427,-760.75446,-908.284,190.28516,-151.621765,-884.59604,270.161225
1.896,-479.73712,-876.80981,225.98389,-515.25757,-1076.72241,105.00708,-527.552,-753.03979,100.60974,-270.06317,-1280.92529,135.94934,-171.46869,-1477.18262,254.16016,-295.13547,-519.03522,187.20123,-221.44769,-377.78912,373.3017,-150.66486,-1053.78748,281.93225,-152.03662,-715.04956,257.43054,-315.47345,-923.82648,667.29578,-322.76007,-968.67218,1054.12708,-319.1701,-839.26178,663.16675,-346.71625,-789.79602,1037.85767,-760.73041,-908.5437,190.41772,-151.35074,-884.41852,269.681395
1.9,-479.69122,-876.83099,226.03662,-515.22485,-1076.64111,105.10986,-527.63062,-752.89746,100.79211,-270.37128,-1281.13843,136.15985,-171.79706,-1477.22339,254.89905,-295.20703,-519.04095,187.42049,-221.45929,-377.83698,373.53009,-150.44257,-1053.57581,281.26599,-151.71613,-714.93463,257.1181,-315.80988,-923.99884,666.3573,-323.55548,-969.08063,1053.1604,-320.87872,-839.17267,661.27539,-349.36639,-790.07648,1035.95728,-760.71198,-908.77478,190.56653,-151.07935,-884.25522,269.192045
1.904,-479.63898,-876.84167,226.09143,-515.19897,-1076.56335,105.20911,-527.71533,-752.73944,100.97595,-270.64496,-1281.33008,136.39783,-172.11737,-1477.23633,255.63049,-295.28494,-519.01935,187.63828,-221.40839,-377.86322,373.76019,-150.20599,-1053.38257,280.57196,-151.40967,-714.84143,256.81714,-316.11346,-924.1814,665.40845,-324.28278,-969.48566,1052.19495,-322.43427,-839.07776,659.35608,-351.88568,-790.38141,1034.05713,-760.69354,-908.98792,190.73535,-150.80783,-884.112,268.69455
1.908,-479.5816,-876.83948,226.14941,-515.17883,-1076.4884,105.30823,-527.80664,-752.57452,101.1582,-270.87189,-1281.49646,136.67261,-172.43146,-1477.22363,256.35663,-295.37082,-518.96411,187.85046,-221.30878,-377.87878,373.99255,-149.95502,-1053.21448,279.86115,-151.11761,-714.76794,256.52106,-316.39081,-924.37262,664.44897,-324.93927,-969.88037,1051.22852,-323.82709,-838.99133,657.41748,-354.27057,-790.71539,1032.16052,-760.67047,-909.19373,190.92883,-150.536315,-883.99121,268.191105
1.912,-479.51984,-876.82391,226.21094,-515.16357,-1076.41321,105.4093,-527.90271,-752.41272,101.33362,-271.04974,-1281.63879,136.98816,-172.74152,-1477.18909,257.08038,-295.47003,-518.87158,188.05113,-221.18207,-377.89487,374.2262,-149.69098,-1053.07385,279.1424,-150.83698,-714.70825,256.22693,-316.64569,-924.57147,663.47998,-325.52179,-970.25677,1050.25867,-325.06415,-838.9209,655.47015,-356.51495,-791.07965,1030.27026,-760.64008,-909.39966,191.1499,-150.26398,-883.89105,267.684665
1.916,-479.45416,-876.79559,226.27612,-515.15161,-1076.33301,105.51343,-528.00098,-752.26337,101.49695,-271.18573,-1281.76172,137.34302,-173.05011,-1477.13806,257.80457,-295.59164,-518.74139,188.23299,-221.0545,-377.91956,374.45764,-149.41559,-1052.95825,278.4234,-150.56195,-714.65533,255.93463,-316.87872,-924.77625,662.50482,-326.02618,-970.6087,1049.28491,-326.1601,-838.87317,653.52283,-358.61188,-791.47198,1028.38892,-760.6015,-909.60791,191.3988,-149.98877,-883.80679,267.179015
1.92,-479.38483,-876.75482,226.34412,-515.14099,-1076.24121,105.62,-528.09741,-752.13409,101.64294,-271.2934,-1281.87073,137.73444,-173.36017,-1477.07617,258.53101,-295.74606,-518.57654,188.38817,-220.95184,-377.95557,374.68005,-149.12903,-1052.86328,277.71161,-150.28436,-714.60303,255.64374,-317.08563,-924.98389,661.52875,-326.44745,-970.93445,1048.30762,-327.12982,-838.85815,651.58289,-360.55511,-791.88641,1026.51892,-760.55597,-909.81476,191.67224,-149.706695,-883.733155,266.677675
1.924,-479.31293,-876.70135,226.41382,-515.12927,-1076.13098,105.72778,-528.18909,-752.03015,101.76672,-271.388,-1281.97009,138.16077,-173.67438,-1477.00732,259.26031,-295.9415,-518.38196,188.50935,-220.89606,-378.00128,374.88531,-148.83038,-1052.78442,277.0141,-149.99518,-714.54578,255.35199,-317.25873,-925.18835,660.55811,-326.78094,-971.23773,1047.32715,-327.98456,-838.88702,649.65802,-362.34088,-792.3158,1024.66211,-760.50568,-910.01221,191.96436,-149.41278,-883.6651,266.183045
1.928,-479.2392,-876.63513,226.48425,-515.11523,-1075.99561,105.83423,-528.27319,-751.953,101.86523,-271.48505,-1282.06299,138.62109,-173.99432,-1476.93359,259.99261,-296.18082,-518.1637,188.59122,-220.89923,-378.05383,375.06793,-148.51758,-1052.71802,276.33698,-149.68378,-714.47729,255.05713,-317.38678,-925.38141,659.60059,-327.02277,-971.52448,1046.34326,-328.73138,-838.9682,647.75739,-363.96918,-792.75696,1022.81885,-760.4516,-910.19171,192.2688,-149.10068,-883.597655,265.697055
1.932,-479.16412,-876.55664,226.55457,-515.09851,-1075.83032,105.93567,-528.34814,-751.90051,101.93811,-271.59943,-1282.15271,139.11407,-174.32025,-1476.85596,260.72778,-296.45981,-517.92822,188.6315,-220.96381,-378.11057,375.22687,-148.18909,-1052.66162,275.68536,-149.33929,-714.3916,254.7572,-317.4549,-925.55353,658.66577,-327.17023,-971.79919,1045.35547,-329.3786,-839.09747,645.88629,-365.44598,-793.21387,1020.98926,-760.39374,-910.3465,192.58069,-148.76419,-883.52661,265.22128
1.936,-479.08612,-876.46692,226.62378,-515.08008,-1075.6333,106.02869,-528.41235,-751.86865,101.9873,-271.74359,-1282.24292,139.63757,-174.65106,-1476.77649,261.46552,-296.76923,-517.68115,188.63058,-221.08356,-378.16879,375.36414,-147.8454,-1052.61304,275.06219,-148.95178,-714.28552,254.44794,-317.4455,-925.69617,657.76404,-327.22272,-972.06415,1044.36182,-329.93866,-839.25214,644.04071,-366.78363,-793.69501,1019.17285,-760.33221,-910.4715,192.89636,-148.39859,-883.44928,264.755065
1.94,-479.00323,-876.36621,226.69153,-515.05957,-1075.40759,106.11121,-528.4646,-751.85266,102.01648,-271.92316,-1282.33716,140.18781,-174.98456,-1476.698,262.20605,-297.09897,-517.42621,188.59042,-221.24677,-378.2243,375.48334,-147.48956,-1052.56799,274.46686,-148.51367,-714.16016,254.12018,-317.34344,-925.80389,656.9024,-327.18182,-972.32117,1043.36035,-330.42914,-839.39838,642.20801,-367.99994,-794.20972,1017.3678,-760.26813,-910.56293,193.21436,-148.001615,-883.364075,264.29352
1.944,-478.91364,-876.25342,226.75745,-515.03625,-1075.15942,106.18384,-528.50415,-751.84729,102.02917,-272.1369,-1282.43921,140.75684,-175.31866,-1476.62256,262.95074,-297.4389,-517.16547,188.51456,-221.43719,-378.27121,375.58887,-147.12482,-1052.52112,273.89496,-148.02271,-714.01953,253.76392,-317.14471,-925.87653,656.07733,-327.05048,-972.57373,1042.34937,-330.87054,-839.50604,640.37341,-369.11749,-794.7666,1015.57141,-760.20294,-910.61993,193.53687,-147.573765,-883.270325,263.82944
1.948,-478.81525,-876.1264,226.82251,-515.0094,-1074.89722,106.25012,-528.53101,-751.84772,102.02856,-272.37665,-1282.55017,141.33264,-175.65179,-1476.55127,263.70068,-297.77734,-516.90051,188.40952,-221.63763,-378.30255,375.68524,-146.75409,-1052.46838,273.33948,-147.4848,-713.87061,253.37341,-316.8642,-925.91882,655.27087,-326.83112,-972.82556,1041.3291,-331.27997,-839.55975,638.52765,-370.16107,-795.37201,1013.78052,-760.13776,-910.64557,193.86938,-147.119445,-883.169495,263.356445
1.952,-478.70587,-875.98285,226.88843,-514.97815,-1074.62878,106.31616,-528.54553,-751.84973,102.0177,-272.62762,-1282.66309,141.901,-175.98407,-1476.48364,264.45648,-298.1008,-516.63141,188.28706,-221.83649,-378.31244,375.77606,-146.38013,-1052.41028,272.79395,-146.91217,-713.72284,252.94763,-316.52887,-925.93811,654.45715,-326.52423,-973.07751,1040.30127,-331.6662,-839.56158,636.67035,-371.15399,-796.02808,1011.99194,-760.07343,-910.64557,194.21851,-146.64615,-883.06656,262.87079
1.956,-478.58453,-875.8219,226.95776,-514.94287,-1074.35999,106.38904,-528.54883,-751.85059,101.99963,-272.87042,-1282.76367,142.44897,-176.31659,-1476.41748,265.2182,-298.39648,-516.35724,188.16393,-222.03143,-378.29742,375.86377,-146.0069,-1052.34985,272.25317,-146.31769,-713.58624,252.48792,-316.16302,-925.94055,653.61664,-326.1297,-973.32642,1039.2677,-332.03046,-839.52484,634.80505,-372.11212,-796.73346,1010.20337,-760.01031,-910.62512,194.58765,-146.162295,-882.968045,262.370545
1.96,-478.45099,-875.64502,227.03333,-514.90417,-1074.09412,106.47729,-528.54224,-751.84796,101.97742,-273.08905,-1282.83911,142.96814,-176.65143,-1476.34961,265.98474,-298.65649,-516.07715,188.05661,-222.2265,-378.25583,375.95001,-145.63861,-1052.29089,271.71375,-145.71094,-713.46826,251.99768,-315.77887,-925.92969,652.74231,-325.64716,-973.56653,1038.22974,-332.37042,-839.46045,632.9317,-373.03656,-797.48236,1008.41467,-759.94781,-910.58752,194.97559,-145.674775,-882.879575,261.855715
1.964,-478.30548,-875.45612,227.11731,-514.86255,-1073.83289,106.58826,-528.52771,-751.8396,101.95618,-273.27728,-1282.88281,143.45355,-176.98907,-1476.27734,266.75439,-298.88089,-515.79034,187.97502,-222.42413,-378.18616,376.03613,-145.2785,-1052.23572,271.17395,-145.0976,-713.37189,251.48218,-315.37921,-925.90613,651.83606,-325.07745,-973.79181,1037.1897,-332.68304,-839.36902,631.04724,-373.9079,-798.26251,1006.62958,-759.88373,-910.53497,195.37537,-145.18805,-882.803805,261.328065
1.968,-478.14813,-875.2605,227.21094,-514.81738,-1073.57959,106.72656,-528.50684,-751.82251,101.94446,-273.43854,-1282.89441,143.90106,-177.32806,-1476.20142,267.52527,-299.07718,-515.49426,187.91986,-222.62372,-378.08731,376.12311,-144.92798,-1052.18555,270.63373,-144.47992,-713.29541,250.9469,-314.96271,-925.86975,650.90283,-324.42157,-973.99652,1036.15112,-332.96112,-839.24841,629.15515,-374.68842,-799.05499,1004.85571,-759.81354,-910.46912,195.77649,-144.70395,-882.74048,260.790315
1.972,-477.97845,-875.06335,227.31372,-514.76721,-1073.34045,106.89282,-528.48083,-751.79272,101.95349,-273.57855,-1282.87659,144.30731,-177.66583,-1476.12292,268.29626,-299.25626,-515.18439,187.884,-222.81989,-377.95911,376.2121,-144.58649,-1052.14136,270.09418,-143.85724,-713.23511,250.39459,-314.52594,-925.8205,649.94775,-323.68121,-974.17554,1035.11792,-333.19452,-839.10272,627.26978,-375.3399,-799.83746,1003.1012,-759.73138,-910.38995,196.16809,-144.221865,-882.688235,260.244385
1.976,-477.79608,-874.86835,227.42371,-514.70874,-1073.12268,107.08484,-528.45068,-751.74664,101.99695,-273.69977,-1282.83337,144.67151,-177.99933,-1476.04224,269.06708,-299.42914,-514.85577,187.85524,-223.00702,-377.80157,376.30511,-144.25073,-1052.10461,269.55719,-143.22693,-713.18665,249.8255,-314.06268,-925.75909,648.97766,-322.85822,-974.32416,1034.09375,-333.37335,-838.9447,625.40942,-375.83588,-800.58789,1001.3725,-759.63141,-910.29645,196.54236,-143.73883,-882.64563,259.691345
1.98,-477.60089,-874.67725,227.5387,-514.63757,-1072.93164,107.29895,-528.41565,-751.68231,102.08447,-273.80219,-1282.77039,144.99487,-178.32574,-1475.9585,269.83801,-299.60529,-514.50586,187.81967,-223.18182,-377.61346,376.40521,-143.91479,-1052.0752,269.02466,-142.58838,-713.14545,249.23822,-313.56415,-925.68665,648.0022,-321.95416,-974.43811,1033.0813,-333.49078,-838.79236,623.5882,-376.16339,-801.28802,999.67395,-759.50995,-910.18762,196.89685,-143.251585,-882.610325,259.13144
1.984,-477.3924,-874.49152,227.65698,-514.54932,-1072.7688,107.53003,-528.37488,-751.60114,102.2196,-273.88837,-1282.69519,145.28027,-178.64191,-1475.87109,270.60773,-299.7915,-514.13635,187.76585,-223.34601,-377.39301,376.5155,-143.57037,-1052.04956,268.4964,-141.94348,-713.1076,248.62964,-313.0213,-925.60455,647.03046,-320.97064,-974.51453,1032.08325,-333.54364,-838.66278,621.81262,-376.31964,-801.92719,998.00977,-759.36493,-910.06427,197.23389,-142.756925,-882.57858,258.56302
1.988,-477.16998,-874.31445,227.77881,-514.44238,-1072.6322,107.77319,-528.32739,-751.50781,102.39819,-273.96356,-1282.6167,145.53363,-178.94269,-1475.78027,271.37225,-299.98978,-513.75317,187.68765,-223.50604,-377.14053,376.63715,-143.20844,-1052.02136,267.96942,-141.29474,-713.0705,247.99475,-312.4278,-925.51434,646.06659,-319.90997,-974.55273,1031.10059,-333.52863,-838.56757,620.08423,-376.30853,-802.50439,996.38379,-759.19696,-909.92865,197.55859,-142.25159,-882.54593,257.982085
1.992,-476.93243,-874.15149,227.90442,-514.31653,-1072.51831,108.02356,-528.27295,-751.41046,102.60925,-274.03314,-1282.54517,145.76538,-179.2215,-1475.68811,272.1272,-300.19531,-513.36615,187.58496,-223.66986,-376.86041,376.76642,-142.82117,-1051.98193,267.43866,-140.64386,-713.03387,247.32977,-311.78265,-925.41785,645.1098,-318.77545,-974.55255,1030.13416,-333.44257,-838.51086,618.40186,-376.13861,-803.02606,994.79913,-759.00824,-909.78308,197.87732,-141.732515,-882.5079,257.384215
1.996,-476.67877,-874.0083,228.03394,-514.17285,-1072.42444,108.27722,-528.21313,-751.31726,102.83789,-274.10101,-1282.48975,145.98956,-179.47198,-1475.5968,272.87,-300.39865,-512.98779,187.4628,-223.84503,-376.56085,376.89404,-142.40363,-1051.92383,266.90009,-139.99188,-712.99939,246.63452,-311.08917,-925.31714,644.15845,-317.56757,-974.51263,1029.18408,-333.28363,-838.4826,616.75995,-375.81976,-803.5022,993.25861,-758.80182,-909.62915,198.19556,-141.197755,-882.46161,256.767305
2,-476.4079,-873.88794,228.1665,-514.01245,-1072.34875,108.53235,-528.15039,-751.23218,103.073,-274.16705,-1282.45569,146.2215,-179.69073,-1475.5072,273.60107,-300.5903,-512.6308,187.32918,-224.03632,-376.25101,377.00635,-141.95294,-1051.84302,266.35339,-139.33783,-712.96851,245.91315,-310.3526,-925.21509,643.21332,-316.28326,-974.42896,1028.25171,-333.0528,-838.46399,615.15015,-375.362,-803.94373,991.76526,-758.58148,-909.47028,198.51794,-140.645385,-882.405765,256.13327
2.004,-476.11981,-873.78979,228.30273,-513.83752,-1072.28906,108.78857,-528.08813,-751.15289,103.30859,-274.2265,-1282.44336,146.47565,-179.87848,-1475.41809,274.3233,-300.76395,-512.30334,187.19304,-224.24677,-375.93762,377.08826,-141.46826,-1051.73816,265.80096,-138.67938,-712.94116,245.17255,-309.57684,-925.1145,642.27747,-314.91681,-974.29547,1027.33862,-332.7514,-838.44531,613.56946,-374.77313,-804.36267,990.32178,-758.34906,-909.31427,198.84802,-140.07382,-882.33966,255.486755
2.008,-475.81598,-873.70996,228.44299,-513.65076,-1072.2417,109.04614,-528.02905,-751.073,103.5437,-274.27118,-1282.44934,146.76227,-180.03961,-1475.32837,275.04041,-300.91718,-512.00769,187.06287,-224.47821,-375.62354,377.12695,-140.9502,-1051.60962,265.24585,-138.01337,-712.91541,244.41937,-308.7652,-925.01685,641.35303,-313.46381,-974.10638,1026.44666,-332.37982,-838.42957,612.02307,-374.05756,-804.77185,988.92938,-758.10358,-909.17383,199.18909,-139.481785,-882.262515,254.83261
2.012,-475.49957,-873.64154,228.58862,-513.45605,-1072.20178,109.30566,-527.97314,-750.98602,103.77917,-274.29352,-1282.46814,147.08704,-180.18085,-1475.23853,275.75531,-301.05081,-511.74167,186.94513,-224.73334,-375.3078,377.11432,-140.40021,-1051.45825,264.69043,-137.33807,-712.88812,243.65668,-307.91986,-924.92194,640.43835,-311.92206,-973.85944,1025.57581,-331.93951,-838.42358,610.52045,-373.21722,-805.18365,987.58679,-757.84125,-909.06158,199.54529,-138.86914,-882.173185,254.173555
