time,Nosex,Nosey,Neckx,Necky,RSholderx,RSholdery,RElbowx,RElbowy,RWristx,RWristy,LSholderx,LSholdery,LElbowx,LElbowy,LWristx,LWristy,MidHipx,MidHipy,RHipx,RHipy,RKneex,RKneey,RAnklex,RAnkley,LHipx,LHipy,LKneex,LKneey,LAnklex,LAnkley,REyex,REyey,LEyex,LEyey,REarx,REary,LEarx,LEary,LBigToex,LBigToey,LSmallToex,LSmallToey,LHeelx,LHeely,RBigToex,RBigToey,RSmallToex,RSmallToey,RHeelx,RHeely,,,,,,,,,,,,,,,,,,,,,,,,,
252,-0.000156,-0.002884,0.013,-0.000779,-0.002953,0.014,-0.001047,-0.002877,0.014,-0.001658,-0.001998,0.014,-0.001506,-0.001616,0.014,-0.00055,-0.00303,0.014,-0.000779,-0.002342,0.014,-0.000589,-0.001977,0.015,-0.000999,-0.001485,0.015,-0.001245,-0.001444,0.015,-0.000671,-0.000257,0.015,-0.000847,0.001124,0.016,-0.000753,-0.001485,0.015,-0.000454,-0.000361,0.016,-0.001109,0.000818,0.016,-0.000191,-0.002991,0.013,-0.000156,-0.002991,0.013,-0.000475,-0.003133,0.013,-0.003507,-0.005001,0.022,-0.000847,0.001255,0.016,-0.000803,0.001124,0.016,-0.001327,0.000862,0.016,-0.000541,0.001473,0.016,nan,nan,nan,-0.000978,0.001211,0.016
253,-0.000156,-0.00292,0.013,-0.000779,-0.002953,0.014,-0.000972,-0.002671,0.013,-0.001658,-0.001998,0.014,-0.001613,-0.001649,0.015,-0.000474,-0.00303,0.014,-0.000703,-0.002342,0.014,nan,nan,nan,-0.000958,-0.001485,0.015,-0.001204,-0.001444,0.015,-0.000671,-0.000257,0.015,-0.000847,0.001124,0.016,-0.000712,-0.001526,0.015,-0.000367,-0.000361,0.016,-0.001065,0.000774,0.016,-0.000191,-0.003026,0.013,-0.000156,-0.003026,0.013,-0.000475,-0.003133,0.013,-0.003507,-0.005001,0.022,-0.000803,0.001211,0.016,-0.00076,0.001124,0.016,-0.001284,0.000862,0.016,-0.000541,0.001473,0.016,-0.000712,0.001381,0.015,nan,nan,nan
254,-0.000156,-0.00292,0.013,-0.000741,-0.002953,0.014,-0.000972,-0.002707,0.013,-0.001658,-0.001998,0.014,-0.001613,-0.001608,0.015,-0.000435,-0.00303,0.014,-0.000627,-0.002342,0.014,-0.000426,-0.001977,0.015,-0.000917,-0.001485,0.015,-0.001163,-0.001444,0.015,-0.000671,-0.000257,0.015,-0.000847,0.001124,0.016,-0.000671,-0.001526,0.015,-0.000323,-0.000361,0.016,-0.001022,0.000731,0.016,-0.000191,-0.003062,0.013,-0.00012,-0.003062,0.013,-0.000475,-0.003168,0.013,-0.003507,-0.005001,0.022,-0.00076,0.001211,0.016,-0.000716,0.00108,0.016,-0.00124,0.000818,0.016,-0.000541,0.001473,0.016,-0.000712,0.001381,0.015,-0.000934,0.001167,0.016
255,-0.000156,-0.002955,0.013,-0.000741,-0.002991,0.014,-0.000972,-0.002707,0.013,-0.00162,-0.001998,0.014,-0.001654,-0.001567,0.015,-0.000397,-0.003068,0.014,-0.00055,-0.002342,0.014,nan,nan,nan,-0.000876,-0.001485,0.015,-0.001122,-0.001444,0.015,-0.00063,-0.000257,0.015,-0.000803,0.001124,0.016,-0.00063,-0.001526,0.015,-0.000279,-0.000405,0.016,-0.000934,0.000687,0.016,-0.000191,-0.003062,0.013,-0.00012,-0.003097,0.013,-0.000475,-0.003168,0.013,-0.003507,-0.005001,0.022,-0.000672,0.001167,0.016,-0.000668,0.001101,0.017,-0.001153,0.000774,0.016,-0.000541,0.001473,0.016,-0.000712,0.001381,0.015,-0.000934,0.001167,0.016
256,nan,nan,nan,-0.000703,-0.00303,0.014,-0.000972,-0.002742,0.013,-0.00162,-0.001998,0.014,-0.001654,-0.001485,0.015,-0.000359,-0.003068,0.014,-0.000474,-0.00238,0.014,-0.000206,-0.001807,0.014,-0.000835,-0.001485,0.015,-0.001081,-0.001444,0.015,-0.00063,-0.000216,0.015,-0.000803,0.001124,0.016,-0.000548,-0.001526,0.015,-0.000192,-0.000405,0.016,-0.000847,0.000687,0.016,-0.000191,-0.003097,0.013,-0.00012,-0.003133,0.013,-0.000475,-0.003204,0.013,-0.003507,-0.005001,0.022,-0.000541,0.001124,0.016,-0.000575,0.001055,0.017,-0.001065,0.000731,0.016,-0.000541,0.001429,0.016,nan,nan,nan,-0.000891,0.001167,0.016
257,nan,nan,nan,-0.000665,-0.00303,0.014,-0.000972,-0.002742,0.013,-0.00162,-0.001998,0.014,-0.001654,-0.001444,0.015,-0.000321,-0.003106,0.014,-0.000397,-0.00238,0.014,-0.00013,-0.001807,0.014,-0.000794,-0.001485,0.015,-0.001081,-0.001444,0.015,-0.00063,-0.000216,0.015,-0.000803,0.001124,0.016,-0.000507,-0.001526,0.015,-0.000105,-0.000449,0.016,-0.00076,0.000643,0.016,-0.000156,-0.003133,0.013,nan,nan,nan,-0.000475,-0.003239,0.013,-0.003507,-0.005001,0.022,-0.000436,0.001101,0.017,-0.000436,0.001008,0.017,-0.000978,0.000731,0.016,-0.000541,0.001429,0.016,-0.00076,0.001429,0.016,-0.000891,0.001211,0.016
258,-0.00012,-0.003062,0.013,-0.000665,-0.003068,0.014,-0.000972,-0.002742,0.013,-0.001582,-0.001998,0.014,nan,nan,nan,-0.000283,-0.003106,0.014,-0.000321,-0.00238,0.014,-0.000015,-0.001807,0.014,-0.000753,-0.001485,0.015,-0.00104,-0.001485,0.015,-0.00063,-0.000216,0.015,-0.00076,0.001124,0.016,-0.000467,-0.001526,0.015,-0.000017,-0.000492,0.016,nan,nan,nan,-0.000156,-0.003168,0.013,-0.000085,-0.003204,0.013,-0.000475,-0.003239,0.013,-0.003507,-0.005001,0.022,-0.000297,0.001055,0.017,-0.000297,0.000915,0.017,-0.000847,0.000687,0.016,-0.000541,0.001429,0.016,-0.000716,0.001429,0.016,-0.000847,0.001211,0.016
259,nan,nan,nan,-0.000627,-0.003068,0.014,-0.000937,-0.002742,0.013,-0.001582,-0.001998,0.014,-0.001613,-0.001281,0.015,-0.000206,-0.003106,0.014,nan,nan,nan,0.0001,-0.001807,0.014,-0.000712,-0.001485,0.015,-0.000999,-0.001485,0.015,-0.000589,-0.000216,0.015,-0.00076,0.001124,0.016,-0.000426,-0.001567,0.015,0.000026,-0.000492,0.016,nan,nan,nan,-0.000156,-0.003168,0.013,nan,nan,nan,-0.000475,-0.003274,0.013,-0.003507,-0.005001,0.022,-0.000111,0.001008,0.017,-0.000111,0.000869,0.017,-0.000716,0.000687,0.016,-0.000541,0.001429,0.016,nan,nan,nan,-0.000847,0.001211,0.016
260,nan,nan,nan,-0.000588,-0.003068,0.014,-0.000937,-0.002778,0.013,-0.001544,-0.001959,0.014,-0.001572,-0.00124,0.015,nan,nan,nan,-0.000139,-0.002591,0.015,0.000201,-0.002065,0.016,-0.000671,-0.001485,0.015,-0.000958,-0.001485,0.015,-0.000589,-0.000175,0.015,-0.00076,0.001124,0.016,-0.000385,-0.001567,0.015,0.000114,-0.000536,0.016,nan,nan,nan,-0.000156,-0.003204,0.013,nan,nan,nan,-0.000475,-0.003274,0.013,-0.003507,-0.005001,0.022,0.000075,0.000962,0.017,0.000075,0.000823,0.017,-0.000575,0.000683,0.017,-0.000541,0.001386,0.016,nan,nan,nan,-0.000847,0.001211,0.016
261,nan,nan,nan,-0.00055,-0.003068,0.014,-0.000901,-0.002778,0.013,-0.001506,-0.001959,0.014,-0.001531,-0.001199,0.015,-0.00013,-0.003144,0.014,-0.000016,-0.002591,0.015,0.000332,-0.002065,0.016,-0.00063,-0.001526,0.015,-0.000958,-0.001485,0.015,-0.000589,-0.000175,0.015,-0.00076,0.001167,0.016,-0.000303,-0.001567,0.015,0.000201,-0.00058,0.016,-0.000204,0.000544,0.017,-0.00012,-0.003239,0.013,nan,nan,nan,-0.000475,-0.003274,0.013,-0.003507,-0.005001,0.022,0.000307,0.000915,0.017,0.00026,0.000776,0.017,nan,nan,nan,-0.000541,0.001386,0.016,nan,nan,nan,-0.000847,0.001211,0.016
262,nan,nan,nan,-0.000512,-0.003068,0.014,-0.000901,-0.002778,0.013,-0.001467,-0.001921,0.014,-0.00149,-0.001158,0.015,-0.000053,-0.003144,0.014,0.000066,-0.002591,0.015,0.000463,-0.002065,0.016,-0.000589,-0.001526,0.015,-0.000917,-0.001444,0.015,-0.000589,-0.000134,0.015,-0.00076,0.001167,0.016,-0.000262,-0.001567,0.015,0.000289,-0.000623,0.016,-0.000018,0.000544,0.017,-0.00012,-0.003239,0.013,-0.000014,-0.003274,0.013,-0.00044,-0.003274,0.013,-0.003507,-0.005001,0.022,0.000492,0.000869,0.017,nan,nan,nan,-0.000204,0.00073,0.017,-0.000541,0.001386,0.016,nan,nan,nan,-0.000847,0.001211,0.016
263,nan,nan,nan,-0.000474,-0.003068,0.014,-0.000866,-0.002742,0.013,-0.001429,-0.001921,0.014,-0.001353,-0.001004,0.014,-0.000015,-0.003144,0.014,0.000189,-0.002591,0.015,0.000557,-0.001936,0.015,-0.000548,-0.001485,0.015,-0.000876,-0.001444,0.015,-0.000548,-0.000134,0.015,-0.000716,0.001167,0.016,-0.000221,-0.001567,0.015,0.000376,-0.000623,0.016,0.000167,0.000544,0.017,-0.000085,-0.003239,0.013,nan,nan,nan,-0.000404,-0.003274,0.013,-0.003507,-0.005001,0.022,0.000724,0.000823,0.017,nan,nan,nan,-0.000018,0.00073,0.017,-0.000541,0.001429,0.016,nan,nan,nan,-0.000847,0.001211,0.016
264,nan,nan,nan,-0.000435,-0.003068,0.014,-0.00083,-0.002742,0.013,-0.001391,-0.001883,0.014,-0.001276,-0.001004,0.014,0.000061,-0.003144,0.014,0.00027,-0.002591,0.015,0.00068,-0.001936,0.015,-0.000507,-0.001485,0.015,-0.000835,-0.001444,0.015,-0.000548,-0.000093,0.015,-0.000716,0.001167,0.016,-0.00018,-0.001567,0.015,0.000463,-0.000667,0.016,0.000353,0.000591,0.017,-0.000049,-0.003239,0.013,nan,nan,nan,-0.000369,-0.003274,0.013,-0.003507,-0.005001,0.022,0.00091,0.000823,0.017,nan,nan,nan,0.000167,0.00073,0.017,-0.000541,0.001429,0.016,nan,nan,nan,-0.000847,0.001211,0.016
265,nan,nan,nan,-0.000359,-0.003068,0.014,-0.000795,-0.002742,0.013,-0.001353,-0.001845,0.014,-0.001238,-0.000966,0.014,0.0001,-0.003106,0.014,0.000393,-0.002591,0.015,0.000803,-0.001977,0.015,-0.000467,-0.001485,0.015,-0.000794,-0.001444,0.015,-0.000507,-0.000093,0.015,-0.000716,0.001167,0.016,-0.000098,-0.001567,0.015,0.000551,-0.000667,0.016,0.000492,0.000591,0.017,-0.000014,-0.003239,0.013,nan,nan,nan,-0.000333,-0.003274,0.013,-0.003507,-0.005001,0.022,0.001095,0.000776,0.017,nan,nan,nan,0.000353,0.000776,0.017,-0.000541,0.001429,0.016,nan,nan,nan,-0.000847,0.001211,0.016
266,0.000138,-0.003373,0.014,-0.000321,-0.00303,0.014,-0.000759,-0.002707,0.013,-0.001314,-0.001845,0.014,-0.001162,-0.000928,0.014,0.000176,-0.003106,0.014,0.000475,-0.002591,0.015,0.000885,-0.001977,0.015,-0.000426,-0.001485,0.015,-0.000753,-0.001444,0.015,-0.000507,-0.000093,0.015,-0.000716,0.001211,0.016,-0.000057,-0.001567,0.015,0.000594,-0.000711,0.016,0.000678,0.000591,0.017,0.000021,-0.003239,0.013,nan,nan,nan,-0.000298,-0.003274,0.013,-0.003507,-0.005001,0.022,0.001281,0.000776,0.017,nan,nan,nan,0.000539,0.000776,0.017,-0.000541,0.001429,0.016,nan,nan,nan,-0.000847,0.001255,0.016
267,nan,nan,nan,-0.000244,-0.00303,0.014,-0.000688,-0.002707,0.013,-0.001238,-0.001807,0.014,-0.001085,-0.000928,0.014,0.000252,-0.003068,0.014,0.000557,-0.002591,0.015,0.001008,-0.001977,0.015,-0.000344,-0.001485,0.015,-0.000712,-0.001444,0.015,-0.000467,-0.000052,0.015,-0.000716,0.001211,0.016,-0.000016,-0.001526,0.015,0.000682,-0.000711,0.016,0.000771,0.000637,0.017,0.000092,-0.003204,0.013,0.000199,-0.003204,0.013,-0.000262,-0.003239,0.013,-0.003507,-0.005001,0.022,0.00142,0.000776,0.017,nan,nan,nan,0.000678,0.000823,0.017,-0.000541,0.001473,0.016,nan,nan,nan,-0.000847,0.001255,0.016
268,nan,nan,nan,-0.000206,-0.002991,0.014,-0.000703,-0.002877,0.014,-0.0012,-0.001807,0.014,-0.001047,-0.000889,0.014,0.000329,-0.003068,0.014,0.00068,-0.00255,0.015,0.00113,-0.001977,0.015,-0.000303,-0.001485,0.015,-0.000671,-0.001444,0.015,-0.000426,-0.000052,0.015,-0.000716,0.001211,0.016,0.000025,-0.001526,0.015,0.000769,-0.000711,0.016,0.00091,0.000637,0.017,0.000128,-0.003168,0.013,nan,nan,nan,-0.000191,-0.003239,0.013,-0.003447,-0.005001,0.022,0.001559,0.000823,0.017,nan,nan,nan,0.000771,0.000823,0.017,-0.000541,0.001473,0.016,-0.000671,0.001381,0.015,-0.000847,0.001255,0.016
269,nan,nan,nan,-0.00013,-0.002953,0.014,-0.000627,-0.002877,0.014,-0.001123,-0.001807,0.014,-0.001009,-0.000889,0.014,0.000405,-0.00303,0.014,0.000803,-0.00255,0.015,0.001212,-0.001936,0.015,-0.000262,-0.001485,0.015,-0.000589,-0.001444,0.015,-0.000426,-0.000011,0.015,-0.000716,0.001211,0.016,0.000107,-0.001526,0.015,0.000813,-0.000711,0.016,0.001003,0.000683,0.017,0.000199,-0.003168,0.013,nan,nan,nan,-0.00012,-0.003204,0.013,-0.003447,-0.005001,0.022,nan,nan,nan,0.00175,0.000724,0.018,0.000863,0.000823,0.017,-0.000541,0.001473,0.016,nan,nan,nan,-0.000847,0.001255,0.016
270,nan,nan,nan,-0.000053,-0.002915,0.014,-0.00055,-0.002838,0.014,-0.001085,-0.001768,0.014,-0.000932,-0.000889,0.014,0.000482,-0.002991,0.014,0.000885,-0.002509,0.015,0.001335,-0.001936,0.015,-0.000221,-0.001485,0.015,-0.000548,-0.001403,0.015,-0.000385,-0.000011,0.015,-0.000716,0.001211,0.016,0.000148,-0.001526,0.015,0.0009,-0.000667,0.016,0.001049,0.00073,0.017,0.00027,-0.003133,0.013,nan,nan,nan,-0.000085,-0.003168,0.013,-0.003447,-0.005001,0.022,0.001745,0.000823,0.017,nan,nan,nan,0.000956,0.000869,0.017,-0.000541,0.001517,0.016,-0.000716,0.001517,0.016,-0.000891,0.001255,0.016
271,0.000482,-0.003221,0.014,0.000023,-0.002877,0.014,-0.000474,-0.0028,0.014,-0.001009,-0.001768,0.014,-0.000958,-0.000953,0.015,0.000558,-0.002953,0.014,0.001008,-0.002509,0.015,0.001458,-0.001936,0.015,-0.000139,-0.001444,0.015,-0.000507,-0.001403,0.015,-0.000344,-0.000011,0.015,-0.000716,0.001211,0.016,0.00023,-0.001485,0.015,0.000944,-0.000667,0.016,nan,nan,nan,0.000341,-0.003097,0.013,0.00052,-0.003335,0.014,-0.000014,-0.003133,0.013,-0.003447,-0.005001,0.022,0.001792,0.000869,0.017,0.001792,0.00073,0.017,0.001003,0.000869,0.017,-0.000541,0.001517,0.016,-0.000671,0.001422,0.015,nan,nan,nan
272,0.000558,-0.003182,0.014,0.0001,-0.002877,0.014,-0.000435,-0.0028,0.014,-0.000932,-0.001768,0.014,-0.000876,-0.000953,0.015,0.000635,-0.002915,0.014,0.00113,-0.002468,0.015,0.001581,-0.001936,0.015,-0.000098,-0.001444,0.015,-0.000467,-0.001403,0.015,-0.000344,-0.000011,0.015,-0.000716,0.001211,0.016,0.00027,-0.001485,0.015,0.001031,-0.000623,0.016,0.001142,0.000776,0.017,0.000412,-0.003062,0.013,0.000596,-0.003297,0.014,0.000057,-0.003133,0.013,-0.003447,-0.005001,0.022,0.001838,0.000869,0.017,0.001838,0.000776,0.017,0.001049,0.000869,0.017,-0.000541,0.001517,0.016,-0.00076,0.001517,0.016,-0.000891,0.001255,0.016
273,0.000635,-0.003144,0.014,0.000176,-0.002838,0.014,-0.000359,-0.0028,0.014,-0.000894,-0.001768,0.014,-0.000835,-0.000953,0.015,0.000711,-0.002877,0.014,0.001253,-0.002468,0.015,0.001704,-0.001936,0.015,-0.000016,-0.001444,0.015,-0.000385,-0.001403,0.015,-0.000303,-0.000011,0.015,-0.000716,0.001211,0.016,0.000352,-0.001485,0.015,0.001075,-0.000623,0.016,0.001188,0.000776,0.017,0.000483,-0.003026,0.013,0.000673,-0.003259,0.014,0.000128,-0.003097,0.013,-0.003447,-0.005001,0.022,0.001884,0.000915,0.017,0.001884,0.000823,0.017,0.001095,0.000915,0.017,-0.000585,0.00156,0.016,nan,nan,nan,-0.000891,0.001255,0.016
274,0.000711,-0.003106,0.014,0.000252,-0.002838,0.014,-0.000283,-0.002762,0.014,-0.000818,-0.00173,0.014,-0.000794,-0.000953,0.015,0.000826,-0.002877,0.014,0.001376,-0.002427,0.015,nan,nan,nan,0.000025,-0.001444,0.015,-0.000344,-0.001403,0.015,-0.000262,-0.000011,0.015,-0.00076,0.001211,0.016,0.000393,-0.001485,0.015,0.001162,-0.00058,0.016,0.001188,0.000823,0.017,0.000554,-0.002991,0.013,0.000749,-0.003221,0.014,0.000214,-0.003297,0.014,-0.003507,-0.005001,0.022,0.001884,0.000915,0.017,0.001884,0.000823,0.017,0.001095,0.000915,0.017,-0.000585,0.00156,0.016,-0.00076,0.001517,0.016,-0.000891,0.001255,0.016
275,0.000787,-0.003106,0.014,0.000329,-0.0028,0.014,-0.000206,-0.002762,0.014,-0.000741,-0.00173,0.014,-0.000712,-0.000953,0.015,0.000902,-0.002838,0.014,0.001499,-0.002427,0.015,nan,nan,nan,0.000066,-0.001444,0.015,-0.000303,-0.001403,0.015,-0.000262,-0.000011,0.015,-0.00076,0.001211,0.016,0.000475,-0.001485,0.015,0.001206,-0.00058,0.016,0.001188,0.000823,0.017,0.000625,-0.002955,0.013,0.000826,-0.003221,0.014,0.000291,-0.003259,0.014,-0.003507,-0.005001,0.022,0.001884,0.000962,0.017,0.001884,0.000869,0.017,0.001095,0.000915,0.017,-0.000585,0.00156,0.016,-0.000753,0.001422,0.015,-0.000891,0.001255,0.016
276,0.000864,-0.003068,0.014,0.000444,-0.0028,0.014,-0.00013,-0.002762,0.014,-0.000712,-0.001895,0.015,-0.000671,-0.000953,0.015,0.001048,-0.003,0.015,0.001581,-0.002427,0.015,nan,nan,nan,0.000148,-0.001444,0.015,-0.000221,-0.001403,0.015,-0.000221,-0.000052,0.015,-0.00076,0.001211,0.016,0.000516,-0.001485,0.015,0.001249,-0.000536,0.016,0.001235,0.000823,0.017,0.000696,-0.002955,0.013,0.000902,-0.003182,0.014,0.000367,-0.003221,0.014,-0.003507,-0.005001,0.022,0.001931,0.000962,0.017,0.001884,0.000869,0.017,0.001095,0.000915,0.017,-0.000585,0.00156,0.016,-0.000803,0.001517,0.016,-0.000891,0.001255,0.016
277,0.00094,-0.00303,0.014,0.00052,-0.0028,0.014,-0.000053,-0.002762,0.014,-0.00063,-0.001895,0.015,-0.00063,-0.000994,0.015,0.00113,-0.003,0.015,0.001704,-0.002427,0.015,nan,nan,nan,0.000189,-0.001444,0.015,-0.00018,-0.001444,0.015,-0.000221,-0.000052,0.015,-0.00076,0.001211,0.016,0.000557,-0.001485,0.015,0.001293,-0.000492,0.016,0.001235,0.000823,0.017,0.000767,-0.00292,0.013,0.000909,-0.002955,0.013,0.000444,-0.003221,0.014,-0.003507,-0.005001,0.022,0.001931,0.001008,0.017,0.001884,0.000869,0.017,0.001095,0.000915,0.017,-0.000585,0.00156,0.016,nan,nan,nan,-0.000891,0.001255,0.016
278,nan,nan,nan,0.000596,-0.002762,0.014,0.000023,-0.002762,0.014,-0.000589,-0.001895,0.015,-0.000548,-0.000994,0.015,0.001212,-0.003,0.015,0.001826,-0.002427,0.015,0.0024,-0.001936,0.015,0.00027,-0.001444,0.015,-0.000098,-0.001444,0.015,-0.00018,-0.000052,0.015,-0.000716,0.001211,0.016,0.000639,-0.001485,0.015,0.001337,-0.000492,0.016,0.001235,0.000869,0.017,0.000838,-0.00292,0.013,0.001055,-0.003144,0.014,0.00052,-0.003221,0.014,-0.003507,-0.005001,0.022,0.001884,0.001008,0.017,0.001884,0.000915,0.017,0.001095,0.000915,0.017,-0.000585,0.00156,0.016,nan,nan,nan,-0.000891,0.001255,0.016
279,0.001093,-0.00303,0.014,0.000635,-0.002762,0.014,0.0001,-0.002762,0.014,-0.000507,-0.001895,0.015,-0.000507,-0.001035,0.015,0.001294,-0.003,0.015,0.001949,-0.002427,0.015,0.002563,-0.001936,0.015,0.000311,-0.001444,0.015,-0.000057,-0.001444,0.015,-0.00018,-0.000093,0.015,-0.000716,0.001211,0.016,0.00068,-0.001485,0.015,0.00138,-0.000449,0.016,0.001188,0.000823,0.017,0.000909,-0.00292,0.013,0.001131,-0.003144,0.014,0.000596,-0.003182,0.014,-0.003507,-0.005001,0.022,0.001884,0.001008,0.017,0.001884,0.000915,0.017,0.001095,0.000915,0.017,-0.000585,0.00156,0.016,nan,nan,nan,-0.000847,0.001255,0.016
280,0.00117,-0.00303,0.014,0.000711,-0.002762,0.014,0.000138,-0.002762,0.014,-0.000426,-0.001936,0.015,-0.000426,-0.001035,0.015,0.001376,-0.003,0.015,0.002072,-0.002427,0.015,0.002686,-0.001977,0.015,0.000393,-0.001485,0.015,0.000025,-0.001444,0.015,-0.000139,-0.000134,0.015,-0.000716,0.001167,0.016,0.000762,-0.001485,0.015,0.001424,-0.000449,0.016,0.001188,0.000823,0.017,0.00098,-0.00292,0.013,0.001208,-0.003144,0.014,0.000673,-0.003182,0.014,-0.003567,-0.005001,0.022,0.001884,0.001008,0.017,0.001884,0.000915,0.017,0.001095,0.000869,0.017,-0.000585,0.00156,0.016,-0.000803,0.001473,0.016,-0.000847,0.001211,0.016
281,nan,nan,nan,0.000787,-0.0028,0.014,0.000214,-0.002762,0.014,-0.000344,-0.001936,0.015,-0.000385,-0.001076,0.015,0.001458,-0.003,0.015,0.002154,-0.002468,0.015,0.002809,-0.001977,0.015,0.000434,-0.001485,0.015,0.000066,-0.001485,0.015,-0.000098,-0.000134,0.015,-0.000672,0.001167,0.016,0.000803,-0.001485,0.015,0.001468,-0.000449,0.016,nan,nan,nan,0.001131,-0.003144,0.014,0.001284,-0.003144,0.014,0.000749,-0.003182,0.014,-0.003567,-0.005001,0.022,0.001884,0.001008,0.017,0.001884,0.000915,0.017,0.001095,0.000869,0.017,-0.000541,0.001517,0.016,nan,nan,nan,-0.000803,0.001211,0.016
282,0.001284,-0.00303,0.014,0.000864,-0.0028,0.014,0.000252,-0.0028,0.014,-0.000303,-0.001977,0.015,-0.000344,-0.001117,0.015,0.00154,-0.003,0.015,0.002277,-0.002468,0.015,0.002932,-0.002018,0.015,0.000516,-0.001485,0.015,0.000107,-0.001485,0.015,-0.000057,-0.000175,0.015,-0.000629,0.001167,0.016,0.000844,-0.001485,0.015,0.001511,-0.000405,0.016,0.001188,0.000823,0.017,0.001208,-0.003144,0.014,0.001361,-0.003144,0.014,0.000826,-0.003182,0.014,-0.003627,-0.005001,0.022,0.001884,0.001008,0.017,0.001884,0.000915,0.017,0.001049,0.000869,0.017,-0.000498,0.001517,0.016,nan,nan,nan,-0.000716,0.001211,0.016
283,0.001361,-0.00303,0.014,0.000902,-0.0028,0.014,0.000329,-0.0028,0.014,-0.000221,-0.002018,0.015,-0.000262,-0.001117,0.015,0.001622,-0.003,0.015,0.002359,-0.002468,0.015,0.003055,-0.002018,0.015,0.000557,-0.001485,0.015,0.000189,-0.001485,0.015,-0.000016,-0.000175,0.015,-0.000585,0.001167,0.016,0.000926,-0.001485,0.015,0.001511,-0.000405,0.016,0.001188,0.000823,0.017,0.001246,-0.003144,0.014,0.001437,-0.003144,0.014,0.000902,-0.003221,0.014,-0.003627,-0.005001,0.022,0.001884,0.001008,0.017,0.001838,0.000915,0.017,0.001049,0.000869,0.017,-0.000454,0.001517,0.016,nan,nan,nan,-0.000672,0.001211,0.016
284,nan,nan,nan,0.000979,-0.0028,0.014,0.000367,-0.0028,0.014,-0.000139,-0.002059,0.015,-0.000221,-0.001158,0.015,0.001663,-0.003,0.015,0.002441,-0.002468,0.015,0.003178,-0.002018,0.015,0.000598,-0.001485,0.015,0.00023,-0.001485,0.015,0.000025,-0.000216,0.015,-0.000498,0.001124,0.016,0.001031,-0.001628,0.016,0.001555,-0.000405,0.016,0.001188,0.000823,0.017,0.001323,-0.003144,0.014,0.001475,-0.003144,0.014,0.00094,-0.003221,0.014,-0.003687,-0.005001,0.022,0.001838,0.001008,0.017,0.001838,0.000915,0.017,nan,nan,nan,-0.000367,0.001473,0.016,nan,nan,nan,-0.000585,0.001167,0.016
285,nan,nan,nan,0.001017,-0.0028,0.014,0.000405,-0.0028,0.014,-0.000098,-0.002059,0.015,-0.00018,-0.001158,0.015,0.001745,-0.003,0.015,0.002523,-0.002509,0.015,0.00326,-0.002018,0.015,0.000639,-0.001526,0.015,0.00027,-0.001526,0.015,0.000066,-0.000216,0.015,-0.00041,0.001124,0.016,0.001008,-0.001526,0.015,0.001599,-0.000405,0.016,0.001235,0.000823,0.017,0.001361,-0.003182,0.014,0.001552,-0.003182,0.014,0.001017,-0.003221,0.014,-0.003687,-0.005001,0.022,0.001838,0.001008,0.017,0.001838,0.000915,0.017,nan,nan,nan,-0.000279,0.001473,0.016,-0.000541,0.001386,0.016,-0.000454,0.001167,0.016
286,0.001514,-0.003068,0.014,0.001093,-0.0028,0.014,0.000482,-0.0028,0.014,-0.000057,-0.002099,0.015,-0.000098,-0.001199,0.015,0.001785,-0.003,0.015,0.002604,-0.002509,0.015,0.003341,-0.002018,0.015,0.00068,-0.001526,0.015,0.000311,-0.001526,0.015,0.000107,-0.000257,0.015,-0.000297,0.001147,0.017,0.001118,-0.001628,0.016,0.001599,-0.000405,0.016,0.001235,0.000776,0.017,0.001437,-0.003182,0.014,0.00159,-0.003182,0.014,0.001055,-0.003221,0.014,-0.003687,-0.005001,0.022,0.001838,0.001008,0.017,0.001838,0.000915,0.017,0.001049,0.000869,0.017,-0.000192,0.001429,0.016,-0.00041,0.001386,0.016,-0.000367,0.001167,0.016
287,nan,nan,nan,0.001131,-0.0028,0.014,0.00052,-0.0028,0.014,0.000025,-0.00214,0.015,-0.000057,-0.001199,0.015,0.001705,-0.0028,0.014,0.002645,-0.002509,0.015,0.003423,-0.002018,0.015,0.000721,-0.001526,0.015,0.000352,-0.001526,0.015,0.000148,-0.000257,0.015,-0.000204,0.001147,0.017,0.001162,-0.001628,0.016,0.001642,-0.000405,0.016,0.001235,0.000776,0.017,0.001475,-0.003182,0.014,nan,nan,nan,0.001131,-0.003259,0.014,-0.003687,-0.005001,0.022,0.001838,0.001008,0.017,0.001838,0.000915,0.017,0.001049,0.000823,0.017,-0.000061,0.001429,0.016,-0.000323,0.001342,0.016,-0.000236,0.001167,0.016
288,0.00159,-0.003068,0.014,0.00117,-0.0028,0.014,0.000558,-0.002838,0.014,0.000066,-0.00214,0.015,-0.000016,-0.001199,0.015,0.001781,-0.0028,0.014,0.002686,-0.002509,0.015,0.003464,-0.002018,0.015,0.000762,-0.001526,0.015,0.000393,-0.001526,0.015,0.000189,-0.000257,0.015,-0.000061,0.00108,0.016,0.001206,-0.001628,0.016,0.001642,-0.000361,0.016,0.001235,0.000776,0.017,0.001514,-0.003182,0.014,0.001705,-0.003182,0.014,0.00117,-0.003259,0.014,-0.003687,-0.005001,0.022,0.001792,0.001008,0.017,0.001792,0.000915,0.017,nan,nan,nan,0.00007,0.001386,0.016,nan,nan,nan,-0.000061,0.001167,0.016
