,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5
248,-6.596,-211.154,924.375,-52.403,-199.487,928.965,-64.654,-193.014,922.335,-111.443,-142.407,955.485,-100.649,-124.303,977.67,-39.623,-204.236,927.435,-63.64,-164.088,944.775,-47.97,-140.163,995.265,-72.806,-105.2,999.6,-85.826,-101.679,991.95,-45.813,-23.297,1007.76,-54.201,68.616,1064.115,-57.006,-106.354,1010.565,-31.127,-30.652,1072.02,-75.182,51.542,1072.53,-9.013,-216.03,912.9,-14.031,-213.829,914.175,-28.827,-222.153,907.29,-227.091,-342.782,1465.485,-54.175,77.318,1063.605,-51.288,68.616,1064.115,-89.199,55.903,1100.58,-31.082,92.47,1070.49,-44.95,90.885,1052.13,-65.788,76.047,1087.065,
249,-6.56,-209.989,919.275,-49.792,-199.213,927.69,-64.529,-192.64,920.55,-111.354,-142.293,954.72,-100.885,-121.912,979.965,-37.033,-203.956,926.16,-58.515,-164.221,945.54,-45.187,-139.983,993.99,-70.034,-105.146,999.09,-82.961,-101.497,990.165,-43.076,-23.309,1008.27,-54.253,68.682,1065.135,-54.514,-106.891,1015.665,-31.186,-27.77,1074.06,-74.753,51.248,1066.41,-8.981,-215.245,909.585,-11.483,-212.994,910.605,-28.771,-221.716,905.505,-227.565,-343.498,1468.545,-54.162,77.299,1063.35,-51.325,68.665,1064.88,-89.241,55.929,1101.09,-31.105,92.537,1071.255,-45.037,91.061,1054.17,-64.192,75.922,1085.28,
250,-6.527,-208.94,914.685,-49.764,-199.104,927.18,-64.314,-192,917.49,-109.408,-143.167,960.585,-100.649,-118.95,977.67,-34.593,-204.517,928.71,-53.497,-164.708,948.345,-40.122,-138.565,1003.425,-67.213,-105.012,997.815,-80.333,-101.601,991.185,-42.782,-23.15,1001.385,-54.357,68.813,1067.175,-48.928,-106.837,1015.155,-28.32,-27.843,1076.865,-71.61,48.179,1063.095,-8.968,-214.944,908.31,-8.968,-214.944,908.31,-28.754,-221.591,904.995,-228,-344.154,1471.35,-51.19,77.207,1062.075,-51.509,68.912,1068.705,-86.546,56.136,1105.17,-30.942,92.052,1065.645,-45.124,91.237,1056.21,-60.905,75.53,1079.67,
251,-6.514,-208.533,912.9,-46.967,-200.533,922.08,-64.064,-193.755,913.92,-109.234,-142.939,959.055,-100.57,-118.857,976.905,-31.848,-205.752,922.845,-48.395,-165.018,950.13,-34.822,-139.34,1009.035,-61.94,-105.334,1000.875,-77.061,-100.869,984.045,-40.224,-23.256,1005.975,-51.325,68.665,1064.88,-46.173,-106.891,1015.665,-25.324,-30.732,1074.825,-68.502,48.04,1060.035,-8.963,-214.823,907.8,-6.492,-215.306,909.84,-28.349,-220.912,892.245,-227.131,-342.842,1465.74,-51.214,77.244,1062.585,-48.433,68.698,1065.39,-86.087,52.829,1099.305,-31.097,92.515,1071,-44.444,89.86,1040.272,-60.3,74.781,1068.96,
252,-6.501,-210.619,911.115,-46.993,-200.644,922.59,-63.974,-193.484,912.645,-109.234,-142.939,959.055,-101.043,-114.042,981.495,-26.692,-204.956,919.275,-43.553,-166.391,958.035,-29.124,-138.318,1001.64,-59.124,-105.2,999.6,-74.752,-101.392,989.145,-40.163,-23.221,1004.445,-51.362,68.715,1065.645,-43.49,-109.919,1017.96,-19.536,-30.885,1080.18,-65.269,44.91,1054.68,-8.913,-216.087,902.7,-6.447,-216.27,903.465,-28.406,-221.354,894.03,-228.316,-344.631,1473.39,-48.514,74.656,1067.175,-45.669,68.928,1068.96,-83.347,53.001,1102.875,-31.193,92.801,1074.315,-43.763,88.484,1024.335,-58.906,73.403,1070.235,
253,-6.509,-210.855,912.135,-44.442,-200.533,922.08,-63.974,-195.983,912.645,-109.321,-143.053,959.82,-101.489,-111.847,985.83,-24.289,-205.922,923.61,-38.542,-167.409,963.9,-23.425,-137.297,994.245,-56.201,-104.851,996.285,-71.822,-101.078,986.085,-40.092,-23.179,1002.66,-51.423,68.797,1066.92,-40.5,-109.368,1012.86,-16.614,-30.951,1082.475,-62.292,41.962,1053.15,-8.913,-218.558,902.7,-3.986,-219.423,906.27,-28.374,-223.546,893.01,-228.237,-344.512,1472.88,-45.626,74.709,1067.94,-43.008,66.411,1075.59,-80.031,49.797,1098.795,-31.134,92.625,1072.275,-44.286,89.541,1036.575,-57.511,72.026,1071.51,
254,-6.472,-212.159,907.035,-44.307,-202.439,919.275,-63.957,-195.928,912.39,-105.985,-142.103,953.445,-104.996,-109.995,993.48,-21.557,-206.494,914.94,-33.344,-167.808,966.195,-16.492,-134.176,981.24,-53.556,-105.012,997.815,-69.23,-101.235,987.615,-37.338,-23.173,1002.405,-48.468,68.747,1066.155,-37.946,-110.002,1018.725,-13.461,-33.443,1067.43,-56.84,39.297,1059.015,-8.92,-218.743,903.465,-3.974,-221.217,903.465,-28.357,-223.418,892.5,-227.96,-344.095,1471.095,-40.083,72.334,1076.1,-38.439,65.724,1113.84,-72.246,45.67,1072.53,-30.964,92.118,1066.41,-44.329,89.629,1037.595,-56.758,71.083,1057.485,
255,-5.63,-213.839,903.72,-41.767,-204.842,918.765,-63.563,-197.205,906.78,-105.985,-142.103,953.445,-106.963,-106.515,1012.095,-19.094,-206.954,916.98,-28.128,-170.903,968.745,-9.56,-131.055,968.235,-50.642,-104.636,994.245,-66.389,-101.026,985.575,-37.347,-20.434,1002.66,-48.41,68.665,1064.88,-32.328,-109.864,1017.45,-7.646,-33.571,1071.51,-50.858,39.155,1055.19,-8.875,-220.093,898.875,-3.951,-222.427,898.365,-28.236,-224.893,888.675,-228.395,-344.751,1473.9,-32.134,71.362,1106.7,-32.726,63.421,1127.1,-65.317,42.053,1055.445,-31.149,89.732,1072.785,-44.759,89.051,1047.667,-54.422,71.82,1068.45,
256,-4.788,-215.52,900.405,-39.252,-204.842,918.765,-63.474,-196.928,905.505,-105.503,-141.457,949.11,-108.688,-105.417,1028.415,-16.533,-208.824,914.175,-22.902,-171.488,972.06,-4.25,-130.779,966.195,-47.957,-104.717,995.01,-66.097,-100.582,981.24,-37.452,-20.492,1005.465,-48.491,68.78,1066.665,-29.75,-110.635,1024.59,-1.789,-36.704,1077.375,-45.255,36.406,1059.27,-6.405,-222.238,897.6,-2.724,-225.177,899.512,-28.147,-226.609,885.87,-227.407,-343.26,1467.525,-23.332,66.115,1120.47,-23.618,60.718,1134.24,-59.25,41.85,1050.345,-31.238,89.988,1075.845,-45.19,88.474,1057.74,-54.422,74.745,1068.45,
257,-3.946,-217.2,897.09,-39.143,-206.782,916.215,-63.635,-197.427,907.8,-102.822,-141.343,948.345,-105.902,-98.561,1015.028,-14.113,-210.047,919.53,-17.686,-172.522,977.925,3.675,-130.434,963.645,-45.106,-104.422,992.205,-63.361,-103.187,980.475,-37.3,-20.408,1001.385,-45.604,68.83,1067.43,-26.824,-110.139,1020,4.077,-39.343,1068.96,-35.962,34.712,1077.63,-6.392,-224.248,895.815,-1.496,-227.926,900.66,-28.252,-227.457,889.185,-227.368,-343.2,1467.27,-14.284,63.737,1132.71,-14.432,54.998,1144.44,-51.153,39.382,1061.31,-31.179,89.817,1073.805,-42.009,87.876,1050.6,-51.386,74.585,1066.155,
258,-1.701,-219.424,903.593,-36.707,-207.185,918,-61.218,-197.649,908.82,-102.297,-140.621,943.5,-103.116,-91.705,1001.64,-9.449,-218.61,957.015,-11.095,-177.995,1001.002,11.681,-131.469,971.295,-42.499,-104.69,994.755,-61.072,-103.858,986.85,-34.541,-20.398,1000.875,-45.669,68.928,1068.96,-24.032,-112.931,1020,7.052,-39.615,1076.355,-26.669,33.017,1095.99,-6.396,-224.376,896.325,-0.263,-229.159,900.66,-28.05,-228.243,882.81,-228,-344.154,1471.35,-1.883,60.704,1133.985,-1.927,52.57,1159.995,-42.774,39.694,1069.725,-31.134,89.689,1072.275,-41.933,88.001,1048.713,-51.595,74.888,1070.49,
259,0.544,-221.648,910.095,-34.317,-207.933,921.315,-61.167,-199.968,908.055,-99.66,-137.964,942.99,-99.838,-88.487,996.285,-6.827,-219.831,956.633,-4.504,-183.468,1024.08,18.374,-142.1,1049.835,-39.847,-104.878,996.54,-58.219,-103.59,984.3,-34.585,-17.681,1002.15,-45.745,69.043,1070.745,-21.388,-113.722,1027.14,12.801,-42.088,1064.37,-17.376,31.323,1114.35,-6.376,-226.12,893.52,0.97,-230.392,900.66,-28.22,-229.627,888.165,-228.158,-344.393,1472.37,10.643,58.196,1145.715,10.74,49.232,1156.17,-32.556,38.536,1121.235,-31.371,87.414,1080.435,-41.858,88.126,1046.826,-50.944,73.942,1056.975,
260,2.789,-223.872,916.598,-31.795,-207.933,921.315,-58.747,-200.193,909.075,-96.947,-137.777,941.715,-96.564,-85.277,990.675,-4.206,-221.053,956.25,3.921,-184.153,1027.905,27.186,-143.101,1057.23,-36.948,-107.11,991.95,-58.28,-103.697,985.32,-34.629,-17.703,1003.425,-45.538,71.649,1065.9,-15.816,-114.089,1030.455,18.561,-44.84,1060.545,-8.083,29.628,1132.71,-3.94,-229.153,895.815,2.202,-231.625,900.66,-28.285,-230.154,890.205,-227.644,-343.617,1469.055,26.196,54.79,1140.105,23.575,46.412,1164.84,-20.239,39.867,1115.753,-31.275,87.146,1077.12,-41.782,88.25,1044.939,-51.399,74.602,1066.41,
261,5.034,-226.096,923.1,-29.249,-207.76,920.55,-58.665,-199.912,907.8,-94.012,-134.687,938.145,-92.91,-81.736,980.73,1.036,-222.467,962.37,9.565,-184.473,1029.69,35.877,-143.135,1057.485,-34.374,-107.551,996.03,-55.669,-101.157,986.85,-34.594,-14.941,1002.405,-45.658,71.837,1068.705,-12.982,-113.976,1029.435,24.327,-47.663,1058.76,4.313,29.575,1130.67,-3.921,-228.044,891.48,3.435,-232.858,900.66,-25.781,-229.561,887.91,-227.763,-343.796,1469.82,38.628,51.599,1138.575,35.729,45.681,1166.752,-7.923,41.199,1110.27,-31.445,87.621,1082.985,-41.707,88.375,1043.052,-51.104,74.174,1060.29,
262,7.278,-228.319,929.603,-26.744,-207.875,921.06,-56.322,-197.926,910.095,-91.667,-135.016,940.44,-90.014,-76.188,978.435,3.668,-222.291,961.605,18.043,-184.702,1030.965,43.959,-141.202,1043.205,-31.647,-104.824,996.03,-52.844,-100.921,984.555,-31.939,-14.983,1005.21,-42.753,71.872,1069.215,-10.154,-113.863,1028.415,30.167,-47.732,1060.29,16.558,29.335,1121.49,-1.484,-228.631,893.775,6.395,-231.884,900.711,-23.438,-230.418,891.225,-227.802,-343.856,1470.075,54.188,48.461,1138.065,47.882,44.949,1168.665,4.298,41.814,1126.845,-31.312,90.201,1078.395,-41.632,88.499,1041.165,-51.251,74.388,1063.35,
263,9.523,-230.543,936.105,-24.229,-207.933,921.315,-53.951,-198.37,912.135,-88.924,-132.19,938.655,-84.149,-75.731,972.57,8.928,-222.173,961.095,23.641,-184.336,1028.925,52.386,-140.823,1040.4,-28.98,-105.039,998.07,-50.253,-101.131,986.595,-31.866,-12.203,1002.915,-42.804,71.957,1070.49,-7.326,-113.665,1026.63,35.859,-50.476,1056.975,29.008,32.596,1128.12,0.962,-228.566,893.52,9.355,-230.911,900.762,-21.022,-230.682,892.245,-227.407,-343.26,1467.525,66.246,48.168,1131.18,60.036,44.218,1170.577,16.614,41.757,1125.315,-31.253,90.031,1076.355,-41.556,88.624,1039.278,-51.141,74.228,1061.055,
264,11.768,-232.767,942.607,-19.238,-208.508,923.865,-51.411,-198.204,911.37,-86.448,-129.762,939.675,-81.444,-73.031,972.06,11.559,-219.542,961.095,32.075,-184.245,1028.415,60.527,-142.72,1033.515,-26.254,-105.066,998.325,-47.429,-100.869,984.045,-29.209,-12.241,1005.975,-42.947,72.197,1074.06,-1.699,-113.27,1023.06,41.656,-50.488,1057.23,38.403,32.707,1131.945,3.406,-228.435,893.01,12.314,-229.938,900.813,-18.569,-230.55,891.735,-228,-344.154,1471.35,78.774,45.152,1133.22,72.189,43.486,1172.49,29.238,45.305,1137.045,-31.223,89.945,1075.335,-41.481,88.749,1037.391,-51.227,74.353,1062.84,
265,14.013,-234.991,949.11,-16.759,-206.605,926.67,-48.889,-195.599,910.86,-83.944,-129.867,940.44,-75.923,-70.185,969.51,16.83,-219.658,961.605,37.612,-183.788,1025.865,66.185,-142.72,1033.515,-23.557,-105.227,999.855,-45.083,-101.653,991.695,-29.098,-12.194,1002.15,-42.824,74.923,1071,1.105,-113.609,1026.12,44.658,-53.511,1059.78,50.58,32.567,1127.1,5.864,-228.957,895.05,15.274,-228.964,900.864,-16.188,-231.407,895.05,-227.486,-343.379,1468.035,90.629,44.878,1126.335,84.343,42.755,1174.402,41.614,45.223,1135.005,-31.386,90.415,1080.945,-41.405,88.873,1035.504,-51.153,77.151,1061.31,
266,18.46,-231.537,943.296,-11.702,-206.889,927.945,-44.024,-196.147,913.41,-79.222,-127.983,945.54,-70.633,-70.204,969.765,22.188,-217.947,965.685,43.207,-183.697,1025.355,74.581,-142.544,1032.24,-18.111,-105.388,1001.385,-42.466,-101.889,993.99,-26.462,-9.489,1006.23,-42.488,74.335,1062.585,3.922,-111.02,1028.16,50.606,-53.665,1062.84,57.149,35.902,1135.005,10.767,-226.571,895.305,18.234,-227.991,900.915,-13.761,-229.348,896.58,-228.277,-344.572,1473.135,99.721,44.807,1124.55,96.496,42.024,1176.315,51.759,49.112,1153.365,-30.964,92.118,1066.41,-41.33,88.998,1033.617,-51.128,77.114,1060.8,
267,22.908,-228.082,937.482,-9.174,-204.629,929.22,-41.756,-194.728,918.51,-76.985,-128.57,949.875,-68.032,-67.602,970.53,27.504,-218.177,966.705,51.859,-181.699,1029.945,83.386,-143.107,1036.32,-15.428,-105.79,1005.21,-39.776,-101.967,994.755,-23.731,-9.499,1007.25,-42.58,74.495,1064.88,6.77,-111.571,1033.26,55.978,-53.241,1054.425,66.231,35.773,1130.925,13.264,-224.886,898.365,23.357,-227.25,905.441,-8.877,-230.001,899.13,-224.477,-344.93,1474.665,108.091,47.505,1115.625,108.65,41.292,1178.228,57.932,48.993,1150.56,-31.179,92.757,1073.805,-41.254,89.122,1031.73,-51.092,77.058,1060.035,
268,27.356,-224.628,931.668,-4.098,-202.64,931.77,-36.798,-195.106,920.295,-71.804,-128.604,950.13,-65.684,-67.922,975.12,32.857,-215.928,968.49,60.288,-181.609,1029.435,88.293,-139.062,1027.395,-12.683,-105.844,1005.72,-34.382,-102.124,996.285,-23.689,-6.729,1005.465,-42.774,74.834,1069.725,12.411,-111.433,1031.985,58.865,-53.241,1054.425,73.044,39.202,1140.615,18.192,-225.014,898.875,28.48,-226.508,909.967,-3.95,-227.281,898.11,-224.089,-344.333,1472.115,116.784,48.526,1139.595,120.803,40.561,1180.14,63.591,48.504,1139.085,-31.053,92.382,1069.47,-41.667,91.455,1042.057,-51.276,77.336,1063.86,
269,31.803,-221.174,925.854,1.005,-200.363,933.045,-31.874,-193.281,923.61,-69.482,-126.511,953.955,-60.409,-67.993,976.14,38.09,-212.884,966.705,65.826,-178.526,1027.905,97.066,-139.546,1030.965,-9.998,-106.569,1012.605,-31.809,-99.88,1001.13,-20.921,-6.724,1004.7,-42.743,74.781,1068.96,15.184,-111.048,1028.415,64.638,-50.354,1054.425,75.127,41.747,1125.06,23.186,-223.248,901.68,33.603,-225.767,914.494,-1.504,-226.674,905.505,-223.545,-343.498,1468.545,125.477,49.547,1163.565,125.339,42.072,1177.335,69.905,51.68,1140.36,-30.882,94.787,1063.605,-42.08,93.787,1052.385,-54.11,77.225,1062.33,
270,36.251,-217.719,920.04,6.148,-198.944,938.4,-26.951,-191.7,928.2,-64.499,-126.984,957.525,-57.978,-68.277,980.22,43.577,-211.181,971.04,74.581,-179.279,1032.24,105.403,-139.373,1029.69,-4.446,-103.614,1010.82,-29.12,-100.058,1002.915,-18.212,-6.74,1006.995,-42.733,74.763,1068.705,20.912,-108.742,1033.26,67.328,-50.208,1051.365,78.336,43.358,1126.845,28.274,-221.966,906.525,38.726,-225.025,919.02,3.462,-224.763,907.8,-223.351,-343.2,1467.27,126.604,51.888,1144.95,129.875,43.583,1174.53,72.995,51.657,1139.85,-30.927,94.924,1065.135,-41.591,92.697,1040.145,-54.143,77.271,1062.967,
271,41.219,-214.843,918.51,11.304,-199.269,939.93,-24.403,-191.647,927.945,-59.399,-127.288,959.82,-53.104,-68.917,989.4,49.022,-209.07,973.59,82.976,-176.278,1031.22,113.802,-139.304,1029.18,-1.693,-104.502,1019.49,-26.589,-100.872,1011.075,-18.208,-6.738,1006.74,-42.712,74.727,1068.195,23.665,-108.394,1029.945,73.155,-47.376,1052.385,81.545,44.969,1128.63,33.237,-219.484,906.525,43.625,-221.83,916.215,8.445,-225.079,909.075,-223.584,-343.558,1468.8,130.489,52.189,1151.58,132.31,46.524,1167.645,76.2,51.715,1141.125,-30.801,94.537,1060.8,-45.048,93.969,1054.425,-54.175,77.318,1063.605,
272,46.223,-212.211,918,16.468,-196.909,940.95,-19.455,-192.964,934.32,-57.163,-128.168,966.45,-50.59,-69.183,993.225,54.423,-206.675,974.865,91.399,-176.191,1030.71,122.406,-139.477,1030.455,3.892,-104.607,1020.51,-21.075,-100.974,1012.095,-15.495,-6.757,1009.545,-42.641,74.602,1066.41,29.47,-109.011,1035.81,75.907,-47.295,1050.6,84.424,44.858,1125.825,38.307,-217.613,909.075,48.979,-220.848,922.59,13.437,-222.84,910.095,-224.283,-344.631,1473.39,133.02,55.084,1146.225,135.033,49.547,1163.565,78.703,54.41,1132.2,-33.64,97.254,1058.76,-44.945,93.753,1052.003,-54.435,77.688,1068.705,
273,51.547,-210.921,923.355,21.596,-196.696,939.93,-14.387,-191.03,937.38,-52.173,-126.251,972.06,-48.252,-69.734,1001.13,62.462,-206.783,975.375,99.864,-173.37,1030.71,131.634,-139.18,1028.262,6.694,-104.738,1021.785,-18.383,-101.406,1016.43,-12.783,-6.784,1013.625,-45.364,74.281,1061.82,32.322,-109.065,1036.32,81.719,-44.452,1051.365,84.501,47.983,1126.845,43.224,-214.823,907.8,53.657,-216.814,916.215,18.507,-221.398,914.43,-227.17,-342.902,1465.995,133.08,55.108,1146.735,135.477,49.71,1167.39,79.164,54.728,1138.83,-33.389,96.528,1050.855,-44.841,93.537,1049.58,-54.526,77.818,1070.49,
274,56.4,-210.164,920.04,26.902,-195.281,945.54,-9.26,-191.134,937.89,-46.986,-126.615,974.865,-42.815,-69.805,1002.15,67.961,-204.593,977.67,107.953,-172.769,1027.14,140.863,-138.883,1026.069,9.465,-104.45,1018.98,-15.499,-100.745,1009.8,-12.747,-6.765,1010.82,-45.658,74.763,1068.705,38.154,-109.521,1040.655,84.33,-44.312,1048.05,84.443,47.95,1126.08,48.032,-211.622,904.74,58.673,-216.814,916.215,23.599,-219.689,917.745,-227.723,-343.737,1469.565,132.872,58.157,1144.95,133.879,52.281,1153.62,78.632,54.361,1131.18,-33.616,97.184,1057.995,-47.309,92.742,1040.655,-54.37,77.596,1067.43,
275,61.726,-208.623,924.375,34.602,-194.913,943.755,-4.142,-191.913,941.715,-41.845,-129.892,979.455,-40.347,-70.284,1009.035,73.582,-202.654,981.24,114.169,-173.67,1032.495,150.091,-138.586,1023.876,15.157,-105.234,1026.63,-10.053,-101.584,1018.215,-9.98,-9.532,1010.82,-45.615,74.692,1067.685,40.812,-109.011,1035.81,87.899,-41.775,1056.465,88.259,48.352,1135.515,53.373,-213.173,911.37,63.743,-214.485,916.98,28.775,-218.323,922.59,-228.158,-344.393,1472.37,135.522,57.95,1140.87,133.967,52.316,1154.385,79.022,54.63,1136.79,-33.697,97.418,1060.545,-47.645,93.401,1048.05,-54.279,77.466,1065.645,
276,67.119,-207.116,928.965,39.908,-195.597,947.07,1.015,-192.121,942.735,-36.578,-130.23,982.005,-37.794,-73.453,1014.645,78.893,-202.496,980.475,122.285,-173.155,1029.435,159.319,-138.289,1021.683,17.985,-105.339,1027.65,-7.264,-104.346,1017.96,-9.97,-9.523,1009.8,-45.462,74.442,1064.115,43.959,-109.789,1043.205,90.44,-38.733,1052.385,86.991,47.657,1119.195,58.494,-211.15,913.41,68.476,-213.59,913.155,33.816,-218.262,922.335,-227.763,-343.796,1469.82,135.068,60.868,1137.045,134.263,52.431,1156.935,79.022,54.63,1136.79,-33.697,97.418,1060.545,-47.685,92.761,1048.943,-54.513,77.8,1070.235,
277,72.375,-207.571,931.005,45.276,-193.784,950.895,6.171,-191.965,941.97,-34.057,-130.873,986.85,-32.174,-73.305,1012.605,84.239,-202.444,980.22,130.124,-172.34,1024.59,168.548,-137.992,1019.49,23.67,-105.6,1030.2,-1.691,-104.398,1018.47,-7.266,-9.602,1018.215,-42.723,74.745,1068.45,49.659,-109.762,1042.95,92.982,-38.592,1048.56,87.347,50.929,1123.785,63.246,-210.324,909.84,73.948,-212.446,919.02,39.049,-219.288,926.67,-227.289,-343.081,1466.76,132.103,60.936,1138.32,133.494,55.28,1150.305,79.235,54.777,1139.85,-33.34,96.387,1049.325,-47.726,92.121,1049.835,-53.876,76.891,1057.74,
278,77.63,-208.026,933.045,47.776,-193.368,948.855,11.375,-192.745,945.795,-28.691,-131.042,988.125,-29.49,-76.307,1015.665,89.559,-202.338,979.71,138.504,-172.297,1024.335,178.407,-136.992,1012.095,26.432,-105.365,1027.905,1.096,-104.346,1017.96,-7.251,-12.365,1016.175,-42.559,74.46,1064.37,52.27,-109.252,1038.105,96.249,-35.87,1052.895,84.462,47.961,1126.335,68.362,-210.737,911.625,78.585,-211.385,914.43,44.086,-216.573,925.905,-227.368,-343.2,1467.27,131.896,60.841,1136.535,133.346,55.219,1149.03,78.969,54.594,1136.025,-33.405,96.575,1051.365,-47.767,91.481,1050.728,-51.227,77.262,1062.84,
279,82.987,-208.651,935.85,53.469,-195.187,957.78,13.941,-192.433,944.265,-23.389,-134.368,992.715,-23.996,-76.518,1018.47,95.071,-202.654,981.24,146.587,-171.911,1022.04,187.895,-140.642,1018.47,32.139,-108.447,1030.455,6.678,-104.476,1019.235,-4.466,-15.135,1015.41,-42.784,71.923,1069.98,58.11,-109.548,1040.91,99.155,-35.878,1053.15,84.864,48.189,1131.69,73.455,-211.032,912.9,84.687,-214.156,926.415,49.331,-217.348,929.22,-231.626,-343.558,1468.8,132.576,61.155,1142.4,132.961,55.059,1145.715,78.934,51.461,1135.515,-33.486,96.809,1053.915,-47.807,90.84,1051.62,-51.264,74.406,1063.605,
280,86.633,-208.196,933.81,58.307,-196.44,951.15,19.137,-192.693,945.54,-17.954,-134.368,992.715,-21.293,-79.623,1022.55,100.495,-202.76,981.75,151.651,-174.099,1018.47,193.95,-138.987,1006.485,34.968,-108.474,1030.71,9.473,-107.32,1019.745,-1.691,-15.177,1018.215,-39.883,71.975,1070.745,61.139,-109.87,1043.97,102.186,-35.93,1054.68,84.845,48.179,1131.435,78.738,-211.798,916.215,88.894,-212.093,917.49,54.463,-217.527,929.985,-231.947,-344.035,1470.84,132.192,60.977,1139.085,133.464,55.268,1150.05,78.367,51.091,1127.355,-30.971,95.06,1066.665,-44.502,90.106,1056.771,-48.445,74.549,1065.645,
281,90.278,-207.742,931.77,63.821,-197.388,955.74,21.719,-195.229,945.285,-15.276,-137.438,995.265,-18.438,-82.176,1019.49,105.898,-202.812,982.005,159.534,-173.576,1015.41,201.447,-141.204,1002.66,40.551,-108.313,1029.18,12.289,-107.535,1021.785,1.096,-17.96,1017.96,-37.33,72.712,1081.71,63.887,-109.682,1042.185,104.997,-33.019,1053.915,84.826,48.168,1131.18,83.615,-211.444,914.685,94.779,-214.038,925.905,59.049,-215.678,922.08,-236.833,-345.287,1476.195,132.103,60.936,1138.32,132.843,55.01,1144.695,75.774,51.426,1134.75,-28.078,95.151,1067.685,-41.197,89.371,1061.922,-42.723,74.745,1068.45,
282,95.771,-208.594,935.595,66.614,-197.915,958.29,27.025,-196.177,949.875,-9.842,-140.378,996.795,-12.882,-82.34,1021.53,111.332,-202.918,982.515,164.928,-173.402,1014.39,210.321,-141.635,1005.72,43.336,-108.233,1028.415,17.905,-107.669,1023.06,3.895,-18.018,1021.275,-34.677,73.363,1091.4,69.661,-109.789,1043.205,105.582,-33.203,1059.78,84.539,48.005,1127.355,86.191,-211.621,915.45,99.628,-213.566,923.865,64.647,-220.073,929.985,-235.728,-343.677,1469.31,132.902,61.305,1145.205,129.623,54.974,1143.93,76.251,51.75,1141.89,-25.167,95.196,1068.195,-37.892,88.636,1067.073,-40.054,75.227,1075.335,
283,99.07,-209.218,934.575,71.842,-197.862,958.035,29.586,-195.913,948.6,-4.405,-143.802,1001.64,-10.063,-84.945,1019.235,113.726,-202.391,979.965,170.01,-172.922,1011.585,217.029,-140.629,998.58,46.14,-108.206,1028.16,20.525,-106.73,1014.135,6.671,-20.751,1018.215,-29.138,71.444,1107.975,72.659,-112.865,1045.245,108.404,-33.179,1059.015,84.481,47.972,1126.59,91.304,-211.857,916.47,102.862,-215.04,930.24,67.137,-219.892,929.22,-240,-344.035,1470.84,129.68,61.264,1144.44,130.432,55.317,1151.07,76.138,51.673,1140.19,-19.522,93.241,1079.415,-34.587,87.901,1072.224,-34.28,72.523,1078.905,
284,102.369,-209.841,933.555,74.326,-197.493,956.25,32.191,-195.966,948.855,-1.662,-143.656,1000.62,-7.291,-85.158,1021.785,119.184,-202.549,980.73,175.239,-175.381,1009.8,222.098,-140.378,996.795,48.894,-110.883,1026.885,23.401,-109.974,1018.47,9.451,-20.736,1017.45,-23.098,71.526,1109.25,75.373,-112.645,1043.205,110.66,-32.987,1052.895,87.565,47.972,1126.59,93.839,-214.425,916.725,108.281,-218.243,933.045,73.295,-223.15,942.99,-240.125,-344.214,1471.605,129.016,60.95,1138.575,129.854,55.072,1145.97,76.024,51.596,1138.49,-13.535,92.713,1073.295,-31.282,87.167,1077.375,-25.876,73.826,1098.285,
285,105.669,-210.465,932.535,79.752,-197.967,958.545,37.527,-196.703,952.425,1.078,-146.432,1000.875,-1.691,-87.67,1018.47,121.9,-202.602,980.985,180.174,-174.805,1006.485,227.265,-140.198,995.52,51.731,-110.938,1027.395,26.11,-109.644,1015.41,12.209,-23.468,1015.155,-14.011,68.6,1111.035,78.343,-112.81,1044.735,111.303,-33.179,1059.015,87.486,44.848,1125.57,98.996,-214.724,918,110.259,-217.109,928.2,75.22,-221.219,934.83,-240.583,-344.87,1474.41,128.842,60.868,1137.045,130.489,55.341,1151.58,75.911,51.518,1136.79,-7.67,89.903,1074.825,-22.456,87.249,1078.395,-19.836,73.723,1096.755,
286,108.176,-210.379,932.152,82.42,-198.073,959.055,40.22,-197.125,954.465,6.599,-150.122,1007.25,1.1,-87.977,1022.04,124.262,-202.075,978.435,183.114,-174.983,1007.505,231.404,-139.408,989.91,54.516,-110.883,1026.885,28.999,-110.057,1019.235,14.988,-23.468,1015.155,-7.943,68.726,1113.075,81.243,-112.865,1045.245,114.395,-33.235,1060.8,87.268,44.736,1122.765,101.17,-214.008,914.94,114.362,-217.646,930.495,79.746,-222.13,927.945,-239.792,-343.737,1469.565,128.929,60.909,1137.81,129.767,55.035,1145.205,74.719,47.646,1118.94,1.166,90.585,1082.985,-16.614,84.616,1082.475,-10.798,73.517,1093.695,
